Rank,Release Group,Worldwide,Domestic,%,Foreign,%
332,Liberal Arts,"$1,150,681","$327,345",28.4%,"$823,336",71.6%
333,"Peace, Love & Misunderstanding","$1,105,020","$590,700",53.5%,"$514,320",46.5%
334,The Oogieloves in the Big Balloon Adventure,"$1,065,907","$1,065,907",100%,-,-
335,Dangerous Ishq,"$1,062,825",-,-,"$1,062,825",100%
336,Made In Mexico,"$1,042,673","$151,133",14.5%,"$891,540",85.5%
337,Unconditional,"$1,034,448","$1,005,800",97.2%,"$28,648",2.8%
338,Burn,"$996,103","$996,103",100%,-,-
339,Being Flynn,"$983,124","$540,152",54.9%,"$442,972",45.1%
340,Trishna,"$967,672","$240,381",24.8%,"$727,291",75.2%
341,ATM,"$921,752","$3,010",0.3%,"$918,742",99.7%
342,Back to 1942,"$918,487","$312,954",34.1%,"$605,533",65.9%
343,Ai Weiwei: Never Sorry,"$881,661","$534,100",60.6%,"$347,561",39.4%
344,Khiladi 786,"$835,095","$379,466",45.4%,"$455,629",54.6%
345,Bill W.,"$809,590","$809,590",100%,-,-
346,Thin Ice,"$790,421","$790,421",100%,-,-
347,Vicky Donor,"$739,085","$549,001",74.3%,"$190,084",25.7%
348,The Shining 2012 Re-release,"$715,736","$342,749",47.9%,"$372,987",52.1%
349,Our Children,"$700,215","$23,203",3.3%,"$677,012",96.7%
350,Ferrari Ki Sawaari,"$689,861","$434,107",62.9%,"$255,754",37.1%
351,Vettai,"$687,636","$204,373",29.7%,"$483,263",70.3%
352,Beyond the Hills,"$673,493","$124,919",18.5%,"$548,574",81.5%
353,The Polar Express 2012 IMAX Release,"$669,289","$669,289",100%,-,-
354,Tai Chi 2: The Hero Rises,"$668,484","$35,067",5.2%,"$633,417",94.8%
355,Girlfriend Boyfriend,"$667,626","$64,414",9.6%,"$603,212",90.4%
356,A Bottle in the Gaza Sea,"$666,011","$5,872",0.9%,"$660,139",99.1%
357,Storage 24,"$646,175",$72,<0.1%,"$646,103",100%
358,Dracula 3D,"$643,758","$8,139",1.3%,"$635,619",98.7%
359,Love and Honor,"$641,929","$19,684",3.1%,"$622,245",96.9%
360,Museum Hours,"$639,121","$561,457",87.8%,"$77,664",12.2%
361,Not Fade Away,"$636,399","$610,792",96%,"$25,607",4%
362,Shut Up and Play the Hits,"$629,107","$510,334",81.1%,"$118,773",18.9%
363,In Another Country,"$611,365","$25,079",4.1%,"$586,286",95.9%
364,Dead Before Dawn 3D,"$608,881",-,-,"$608,881",100%
365,Blue Like Jazz,"$595,018","$595,018",100%,-,-
366,Compliance,"$592,116","$319,285",53.9%,"$272,831",46.1%
367,Storm Surfers 3D,"$589,945","$117,090",19.8%,"$472,855",80.2%
368,Thunderstruck,"$587,211","$587,211",100%,-,-
369,Undefeated,"$583,844","$562,218",96.3%,"$21,626",3.7%
370,The Flat,"$583,443","$471,842",80.9%,"$111,601",19.1%
371,Like Someone in Love,"$562,878","$239,056",42.5%,"$323,822",57.5%
372,Smashed,"$499,725","$376,597",75.4%,"$123,128",24.6%
373,What Richard Did,"$488,327","$2,749",0.6%,"$485,578",99.4%
374,The Babymakers,"$475,511","$7,889",1.7%,"$467,622",98.3%
375,Neighboring Sounds,"$465,082","$60,255",13%,"$404,827",87%
376,Bully,"$461,405","$279,202",60.5%,"$182,203",39.5%
377,Lola Versus,"$455,754","$252,603",55.4%,"$203,151",44.6%
378,Sound of My Voice,"$424,088","$408,015",96.2%,"$16,073",3.8%
379,The Moth Diaries,"$413,035","$3,838",0.9%,"$409,197",99.1%
380,God Bless America,"$393,880","$122,550",31.1%,"$271,330",68.9%
381,Detropia,"$390,024","$390,024",100%,-,-
382,Keep the Lights On,"$388,331","$246,112",63.4%,"$142,219",36.6%
383,Room 237,"$367,406","$296,359",80.7%,"$71,047",19.3%
384,Hello I Must Be Going,"$354,939","$106,709",30.1%,"$248,230",69.9%
385,Red Hook Summer,"$338,803","$338,803",100%,-,-
386,Dark Horse,"$337,150","$166,228",49.3%,"$170,922",50.7%
387,Something from Nothing: The Art of Rap,"$333,388","$288,000",86.4%,"$45,388",13.6%
388,The Last Sentence,"$328,005","$62,506",19.1%,"$265,499",80.9%
389,You Will Be My Son 2012 Re-release,"$326,061","$285,151",87.5%,"$40,910",12.5%
390,The Central Park Five,"$325,653","$325,653",100%,-,-
391,Juan of the Dead,"$324,834","$18,000",5.5%,"$306,834",94.5%
392,Three Worlds,"$323,748","$3,952",1.2%,"$319,796",98.8%
393,Double Trouble,"$321,081","$44,788",13.9%,"$276,293",86.1%
394,West of Memphis,"$318,317","$310,154",97.4%,"$8,163",2.6%
395,War Witch,"$313,387","$70,544",22.5%,"$242,843",77.5%
396,Berberian Sound Studio,"$312,757","$38,493",12.3%,"$274,264",87.7%
397,The We and the I,"$295,930","$42,172",14.3%,"$253,758",85.7%
398,The Silence 2012 Re-release,"$284,471","$100,214",35.2%,"$184,257",64.8%
399,10 Years,"$278,336","$203,373",73.1%,"$74,963",26.9%
400,Lovely Molly,"$274,480","$18,464",6.7%,"$256,016",93.3%
401,Shirin Farhad Ki Toh Nikal Padi,"$269,845","$155,758",57.7%,"$114,087",42.3%
402,The Loneliest Planet,"$268,933","$129,579",48.2%,"$139,354",51.8%
403,Any Day Now,"$261,747","$201,395",76.9%,"$60,352",23.1%
404,Battlefield America,"$252,805","$172,000",68%,"$80,805",32%
405,The Waiting Room,"$244,951","$244,951",100%,-,-
406,My Uncle Rafael,"$243,616","$243,616",100%,-,-
407,Middle of Nowhere,"$236,806","$236,806",100%,-,-
408,Lost and Found in Armenia,"$232,857","$122,305",52.5%,"$110,552",47.5%
409,Chakravyuh,"$230,136","$151,778",66%,"$78,358",34%
410,Like Water,"$227,332",-,-,"$227,332",100%
411,Tim and Eric's Billion Dollar Movie,"$223,580","$201,436",90.1%,"$22,144",9.9%
412,High School,"$221,590","$139,034",62.7%,"$82,556",37.3%
413,Neil Young Journeys,"$221,082","$215,026",97.3%,"$6,056",2.7%
414,Brooklyn Castle,"$219,407","$219,407",100%,-,-
415,The House I Live In,"$219,159","$210,752",96.2%,"$8,407",3.8%
416,Thaandavam,"$213,476","$213,476",100%,-,-
417,Young & Wild,"$212,624","$5,514",2.6%,"$207,110",97.4%
418,Somewhere Between,"$210,975","$210,975",100%,-,-
419,Beware of Mr. Baker,"$210,123","$116,476",55.4%,"$93,647",44.6%
420,Touchback,"$204,232","$204,232",100%,-,-
421,Pusher,"$197,857",-,-,"$197,857",100%
422,Good for Nothing,"$186,119",-,-,"$186,119",100%
423,Lost Woods,"$180,117","$180,117",100%,-,-
424,Offender,"$178,158",-,-,"$178,158",100%
425,Monumental: In Search of America's National Treasure,"$177,729","$177,729",100%,-,-
426,Butter,"$175,706","$105,018",59.8%,"$70,688",40.2%
427,Grand Illusion,"$174,065","$174,065",100%,-,-
428,Cheerful Weather for the Wedding,"$170,922","$2,651",1.6%,"$168,271",98.4%
429,The Big Picture 2012 Re-release,"$158,411","$158,411",100%,-,-
430,Crazy Horse,"$157,782","$157,782",100%,-,-
431,Marina Abramovic: The Artist Is Present,"$156,695","$86,637",55.3%,"$70,058",44.7%
432,Deadtime,"$156,072","$156,072",100%,-,-
433,The Forgiveness of Blood,"$155,383","$126,700",81.5%,"$28,683",18.5%
434,5 Broken Cameras,"$146,475","$109,983",75.1%,"$36,492",24.9%
435,Starlet,"$146,222","$88,212",60.3%,"$58,010",39.7%
436,Deadly Renovations,"$146,146","$146,146",100%,-,-
437,From Beneath,"$144,123","$144,123",100%,-,-
438,Alpeis,"$143,234","$16,057",11.2%,"$127,177",88.8%
439,Dragon 2012 Re-release,"$142,029","$11,137",7.8%,"$130,892",92.2%
440,Citadel,"$141,886","$13,377",9.4%,"$128,509",90.6%
441,Liv & Ingmar,"$140,041","$10,347",7.4%,"$129,694",92.6%
442,Hunky Dory,"$139,653","$20,296",14.5%,"$119,357",85.5%
443,Slaughter Creek,"$136,815","$136,815",100%,-,-
444,The Other Dream Team,"$135,228","$135,228",100%,-,-
445,Led Zeppelin: Celebration Day,"$134,753",-,-,"$134,753",100%
446,Kumaré,"$132,160","$132,160",100%,-,-
447,My Brother the Devil,"$132,056","$44,906",34%,"$87,150",66%
448,How to Survive a Plague,"$132,055","$132,055",100%,-,-
449,Mugamoodi,"$131,965","$101,000",76.5%,"$30,965",23.5%
450,28 Hotel Rooms,"$131,208","$18,869",14.4%,"$112,339",85.6%
451,Yossi,"$128,668","$117,047",91%,"$11,621",9%
452,Silent Night,"$126,594","$14,567",11.5%,"$112,027",88.5%
453,Escape Fire: The Fight to Rescue American Healthcare,"$126,238","$126,238",100%,-,-
454,Post Tenebras Lux,"$124,279","$39,185",31.5%,"$85,094",68.5%
455,The Magic of Belle Isle,"$123,821","$102,388",82.7%,"$21,433",17.3%
456,Letters to Elena,"$121,254","$8,511",7%,"$112,743",93%
457,Cowgirls 'n Angels,"$120,680","$120,680",100%,-,-
458,Foodfight!,"$120,141",-,-,"$120,141",100%
459,The Art of Flight,"$116,134",-,-,"$116,134",100%
460,Burn 2012 Re-release,"$113,173","$113,173",100%,-,-
461,Follow Me: The Yoni Netanyahu Story,"$112,679","$112,679",100%,-,-
462,"Wild Horse, Wild Ride","$111,205","$111,205",100%,-,-
463,The Obama Effect,"$110,904","$110,904",100%,-,-
464,The Perfect Family,"$110,313","$110,313",100%,-,-
465,Cockneys vs Zombies,"$107,348",-,-,"$107,348",100%
466,Wrong,"$106,425","$46,021",43.2%,"$60,404",56.8%
467,Brake,"$102,819","$4,876",4.7%,"$97,943",95.3%
468,Hardflip,"$96,734","$96,734",100%,-,-
469,Vamps,"$92,748","$3,361",3.6%,"$89,387",96.4%
470,The First Time,"$92,654","$22,836",24.6%,"$69,818",75.4%
471,This Is Not a Film,"$88,758","$77,016",86.8%,"$11,742",13.2%
472,Hating Breitbart,"$81,432","$81,432",100%,-,-
473,The Island President,"$80,996","$76,398",94.3%,"$4,598",5.7%
474,Taur Mittran Di,"$80,879","$69,510",85.9%,"$11,369",14.1%
475,Harvest of Empire,"$79,627","$79,627",100%,-,-
476,Jodi Breakers,"$78,024","$52,618",67.4%,"$25,406",32.6%
477,On the Ice,"$73,492","$73,492",100%,-,-
478,The Invisible War,"$71,968","$71,968",100%,-,-
479,Runaway Slave,"$71,737","$71,737",100%,-,-
480,4:44 Last Day on Earth,"$70,851","$17,801",25.1%,"$53,050",74.9%
481,An Inconsistent Truth,"$69,394","$69,394",100%,-,-
482,Klown 2012 Re-release,"$68,795","$68,795",100%,-,-
483,Side by Side,"$67,054","$58,825",87.7%,"$8,229",12.3%
484,Sing Your Song,"$65,310","$47,718",73.1%,"$17,592",26.9%
485,You've Been Trumped,"$65,220","$29,273",44.9%,"$35,947",55.1%
486,Toys in the Attic 2012 Re-release,"$64,918","$64,918",100%,-,-
487,The Details,"$63,595","$63,595",100%,-,-
488,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,"$63,469","$5,102",8%,"$58,367",92%
489,Quill: The Life of a Guide Dog 2012 Re-release,"$61,674","$15,674",25.4%,"$46,000",74.6%
490,Backwards,"$61,465","$61,465",100%,-,-
491,The Bodyguard 2012 Re-release,"$61,020","$61,020",100%,-,-
492,Gregory Crewdson: Brief Encounters,"$60,064","$60,064",100%,-,-
493,The Extraordinary Voyage,"$59,424","$52,986",89.2%,"$6,438",10.8%
494,Playback,"$57,587",$264,0.5%,"$57,323",99.5%
495,Beyond the Black Rainbow,"$56,491","$56,491",100%,-,-
496,Natural Selection,"$55,282","$55,282",100%,-,-
497,Wagner & Me 2012 Re-release,"$54,215","$37,745",69.6%,"$16,470",30.4%
498,A Beautiful Soul,"$54,008","$54,008",100%,-,-
499,Surviving Progress,"$53,953","$53,953",100%,-,-
500,Occupy Unmasked,"$52,768","$52,768",100%,-,-
501,The Good Doctor,"$51,017","$5,206",10.2%,"$45,811",89.8%
502,Wake in Fright 2012 Re-release,"$50,394","$50,394",100%,-,-
503,The Fitzgerald Family Christmas,"$50,292","$50,292",100%,-,-
504,Bonsai,"$49,128","$21,267",43.3%,"$27,861",56.7%
505,Life Happens,"$48,041","$30,905",64.3%,"$17,136",35.7%
506,Entre les Bras,"$47,439","$47,439",100%,-,-
507,Patience,"$46,410","$15,941",34.3%,"$30,469",65.7%
508,Greedy Lying Bastards,"$46,121","$45,000",97.6%,"$1,121",2.4%
509,Ballplayer: Pelotero,"$46,109","$46,109",100%,-,-
510,Eddie: The Sleepwalking Cannibal,"$45,604","$1,632",3.6%,"$43,972",96.4%
511,The Pruitt-Igoe Myth,"$44,883","$44,883",100%,-,-
512,Union Square,"$44,830","$44,830",100%,-,-
513,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie","$43,583","$43,583",100%,-,-
514,The Graduate 45th Anniversary Reunion,"$43,466","$43,466",100%,-,-
515,Last Call at the Oasis,"$42,423","$42,423",100%,-,-
516,Fixing the Future,"$42,393","$42,393",100%,-,-
517,Kalakalappu,"$41,624","$30,949",74.4%,"$10,675",25.6%
518,Death of a Superhero,"$41,575",$607,1.5%,"$40,968",98.5%
519,The Comedy,"$41,113","$41,113",100%,-,-
520,Fat Kid Rules the World,"$41,000","$41,000",100%,-,-
521,Found Memories,"$40,729","$10,575",26%,"$30,154",74%
522,The FP,"$40,557","$40,557",100%,-,-
523,Paan Singh Tomar,"$40,311","$40,311",100%,-,-
524,Port of Shadows,"$39,623","$27,389",69.1%,"$12,234",30.9%
525,Paul Williams Still Alive,"$38,691","$38,691",100%,-,-
526,Death by China,"$38,492","$38,492",100%,-,-
527,Children of Paradise 2012 Re-release,"$36,986","$36,986",100%,-,-
528,Hit So Hard,"$36,576","$34,025",93%,"$2,551",7%
529,Mansome,"$36,280","$36,280",100%,-,-
530,Loosies,"$36,145","$3,519",9.7%,"$32,626",90.3%
531,Bangkok Revenge,"$35,784","$35,784",100%,-,-
532,Max and the Junkmen,"$35,387","$35,387",100%,-,-
533,Comic-Con Episode IV: A Fan's Hope,"$34,665","$34,665",100%,-,-
534,Orchestra of Exiles,"$34,577","$34,577",100%,-,-
535,The Day I Saw Your Heart 2012 Re-release,"$32,567","$3,546",10.9%,"$29,021",89.1%
536,District of Corruption,"$31,954","$31,954",100%,-,-
537,Musical Chairs,"$31,478","$31,478",100%,-,-
538,Celine and Julie Go Boating,"$31,452","$31,452",100%,-,-
539,Here,"$31,428","$26,743",85.1%,"$4,685",14.9%
540,Meet the Fokkens,"$30,810","$30,810",100%,-,-
541,Hide Away,"$30,655","$30,655",100%,-,-
542,Brother 2012 Re-release,"$29,864","$29,864",100%,-,-
543,Hitler's Children,"$28,663","$28,663",100%,-,-
544,North Sea Texas 2012 Re-release,"$28,307","$28,307",100%,-,-
545,The Ambassador,"$28,102","$28,102",100%,-,-
546,Least Among Saints,"$28,026","$28,026",100%,-,-
547,"The Devil, Probably","$26,816","$26,816",100%,-,-
548,"Pink Ribbons, Inc.","$26,608","$26,608",100%,-,-
549,Django,"$25,916","$25,916",100%,-,-
550,Nobody Walks,"$25,342","$25,342",100%,-,-
551,Death of the Virgin,"$25,247","$25,247",100%,-,-
552,The Day,"$24,686","$20,984",85%,"$3,702",15%
553,Otter 501,"$24,449","$24,449",100%,-,-
554,Radio Unnameable,"$24,090","$24,090",100%,-,-
555,Beneath the Darkness,"$23,998",-,-,"$23,998",100%
556,The Iran Job,"$23,115","$23,115",100%,-,-
557,Hellbound?,"$22,887","$22,887",100%,-,-
558,Keyhole,"$22,826","$22,826",100%,-,-
559,The Long Day Closes,"$22,765","$22,765",100%,-,-
560,Carol Channing: Larger Than Life,"$22,740","$22,740",100%,-,-
561,The Revisionaries,"$22,664","$22,664",100%,-,-
562,Girl Model,"$22,369","$21,154",94.6%,"$1,215",5.4%
563,The Painting,"$22,313","$21,008",94.2%,"$1,305",5.8%
564,Losing Control,"$22,081","$22,081",100%,-,-
565,Better Than Something: Jay Reatard,"$21,697","$21,697",100%,-,-
566,Sedona,"$21,638","$21,638",100%,-,-
567,Waiting for Lightning,"$21,577","$21,577",100%,-,-
568,10 timer til Paradis,"$21,561","$16,000",74.2%,"$5,561",25.8%
569,For Ellen,"$20,746","$12,396",59.8%,"$8,350",40.2%
570,The Highest Pass,"$20,386","$20,386",100%,-,-
571,Jesus Henry Christ,"$20,183","$20,183",100%,-,-
572,How to Grow a Band,"$20,135","$20,135",100%,-,-
573,Grassroots,"$19,492","$12,356",63.4%,"$7,136",36.6%
574,In Over My Head,"$19,482","$19,482",100%,-,-
575,Tchoupitoulas,"$19,375","$19,375",100%,-,-
576,The Color Wheel,"$19,001","$19,001",100%,-,-
577,Sophomore,"$18,945","$18,945",100%,-,-
578,Wish Me Away,"$18,618","$18,618",100%,-,-
579,Marcelino Pan y Vino 2012 Re-release,"$18,193","$18,193",100%,-,-
580,Total Recall 2012 Re-release,"$18,081","$18,081",100%,-,-
581,Payback,"$17,979","$17,979",100%,-,-
582,Little Birds,"$17,739","$17,739",100%,-,-
583,Grandmaster,"$17,077","$17,077",100%,-,-
584,The Understudy,"$17,036","$17,036",100%,-,-
585,The Prophet's Son,"$16,983","$16,983",100%,-,-
586,Return,"$16,886","$16,124",95.5%,$762,4.5%
587,Inventing Our Life: The Kibbutz Experiment,"$16,734","$16,734",100%,-,-
588,Long Shot: The Kevin Laue Story,"$16,011","$16,011",100%,-,-
589,Planet of Snail,"$16,002","$13,957",87.2%,"$2,045",12.8%
590,Supercapitalist,"$16,000","$16,000",100%,-,-
591,This Binary Universe,"$15,875","$15,875",100%,-,-
592,Take Me Home,"$15,760","$15,760",100%,-,-
593,California Solo,"$15,433","$15,433",100%,-,-
594,Only the Young,"$15,312","$15,312",100%,-,-
595,The Samaritan,"$15,220","$2,521",16.6%,"$12,699",83.4%
596,Kung Fu Joe,"$15,120","$15,120",100%,-,-
597,Trade of Innocents,"$15,091","$15,091",100%,-,-
598,Caught in the Web,"$15,033","$1,067",7.1%,"$13,966",92.9%
599,The Prey 2012 Re-release,"$14,738","$13,959",94.7%,$779,5.3%
600,30 Beats,"$14,693","$14,693",100%,-,-
601,Unraveled,"$14,615","$14,615",100%,-,-
602,Tristana,"$14,586","$14,586",100%,-,-
603,Never Stand Still,"$14,272","$14,272",100%,-,-
604,We Won't Grow Old Together,"$14,104","$14,104",100%,-,-
605,Gayby,"$14,062","$14,062",100%,-,-
606,6 Month Rule,"$14,057","$14,057",100%,-,-
607,Head Games,"$14,056","$14,056",100%,-,-
608,Falling Away,"$13,869","$13,869",100%,-,-
609,Daisies,"$13,692","$13,692",100%,-,-
610,The Law in These Parts,"$13,683","$13,683",100%,-,-
611,When the Iron Bird Flies: Tibetan Buddhism Arrives in the West,"$13,598","$13,598",100%,-,-
612,Dysfunctional Friends,"$13,546","$13,546",100%,-,-
613,The Trouble with Bliss,"$13,093","$13,093",100%,-,-
614,Nothing But a Man,"$13,063","$13,063",100%,-,-
615,"How Much Does Your Building Weigh, Mr Foster? 2012 Re-release","$13,013","$13,013",100%,-,-
616,Virginia,"$12,728","$12,728",100%,-,-
617,Husbands in Goa,"$12,588","$10,135",80.5%,"$2,453",19.5%
618,Around June,"$12,578","$12,578",100%,-,-
619,Call Me Kuchu,"$12,110","$9,124",75.3%,"$2,986",24.7%
620,Lost Angels: Skid Row Is My Home,"$12,025","$12,025",100%,-,-
621,11 Flowers,"$11,599","$9,213",79.4%,"$2,386",20.6%
622,Ultrasuede: In Search of Halston,"$11,539","$11,539",100%,-,-
623,"Now, Forager","$11,146","$11,146",100%,-,-
624,Wallander: Hämnden 2012 Re-release,"$10,960","$10,960",100%,-,-
625,The Man Who Shook the Hand of Vicente Fernandez,"$10,782","$10,782",100%,-,-
626,China Heavyweight,"$10,550","$10,550",100%,-,-
627,Santa Mesa,"$10,490","$10,490",100%,-,-
628,Neon Flesh 2012 Re-release,"$10,483",-,-,"$10,483",100%
629,Putin's Kiss,"$10,082","$10,082",100%,-,-
630,Arjun: The Warrior Prince,"$10,017","$10,017",100%,-,-
631,The Do-Deca-Pentathlon,"$10,000","$10,000",100%,-,-
632,The City Dark,"$9,269","$9,269",100%,-,-
633,Decoding Deepak,"$9,100","$9,100",100%,-,-
634,Money Fight,"$9,004","$9,004",100%,-,-
635,Mosquita y Mari,"$9,000","$9,000",100%,-,-
636,Three Stars,"$8,942","$8,942",100%,-,-
637,Home Run Showdown,"$8,824","$8,824",100%,-,-
638,The Man in the White Suit,"$8,718","$8,718",100%,-,-
639,Man on a Mission: Richard Garriott's Road to the Stars,"$8,688","$8,688",100%,-,-
640,"Small, Beautifully Moving Parts","$8,631","$8,631",100%,-,-
641,General Education,"$8,601","$8,601",100%,-,-
642,About Cherry,"$8,315","$3,003",36.1%,"$5,312",63.9%
643,Brooklyn Brothers Beat the Best,"$8,210","$7,466",90.9%,$744,9.1%
644,Restless City,"$8,100","$8,100",100%,-,-
645,Roadie,"$7,825","$7,825",100%,-,-
646,Photographic Memory,"$7,822","$7,822",100%,-,-
647,Last Days Here,"$7,643","$7,643",100%,-,-
648,Bel Borba Aqui,"$7,426","$7,426",100%,-,-
649,Price Check,"$7,413","$7,413",100%,-,-
650,The Giant Mechanical Man,"$7,396","$7,396",100%,-,-
651,Domain 2012 Re-release,"$7,105","$7,105",100%,-,-
652,"Love, Marilyn","$6,950","$6,950",100%,-,-
653,Last Ride 2012 Re-release,"$6,853","$6,853",100%,-,-
654,In Our Nature,"$6,543","$6,543",100%,-,-
655,Windfall,"$6,504","$6,504",100%,-,-
656,The Beat Hotel,"$6,480","$6,480",100%,-,-
657,A Man Vanishes 2012 Re-release,"$6,201","$6,201",100%,-,-
658,Crazy Eyes,"$6,141","$6,141",100%,-,-
659,The Last Fall,"$6,100","$6,100",100%,-,-
660,The Miners' Hymns,"$6,051","$6,051",100%,-,-
661,American Animal,"$5,928","$5,928",100%,-,-
662,BuzzKill,"$5,860","$5,860",100%,-,-
663,Sushi: The Global Catch,"$5,757","$5,757",100%,-,-
664,Save the Date,"$5,719","$5,719",100%,-,-
665,Booker's Place: A Mississippi Story,"$5,549","$5,549",100%,-,-
666,Downtown Express,"$5,010","$5,010",100%,-,-
667,Newlyweds,"$5,000","$5,000",100%,-,-
668,Bringing Up Bobby,"$4,975","$4,975",100%,-,-
669,Art Is... The Permanent Revolution,"$4,291","$4,291",100%,-,-
670,Jason Becker: Not Dead Yet,"$4,080","$1,294",31.7%,"$2,786",68.3%
671,Yangsi,"$4,008","$4,008",100%,-,-
672,Pickin' & Grinnin',"$4,000","$4,000",100%,-,-
673,Free Radicals: A History of Experimental Film,"$3,804","$3,804",100%,-,-
674,They Come to America,"$3,775","$3,775",100%,-,-
675,Bad Blood,"$3,731","$3,731",100%,-,-
676,After the Wizard,"$3,184","$3,184",100%,-,-
677,Apart,"$3,161","$3,161",100%,-,-
678,Carl,"$2,592","$2,592",100%,-,-
679,The Ghastly Love of Johnny X,"$2,436","$2,436",100%,-,-
680,Why Stop Now?,"$2,432","$2,432",100%,-,-
681,The Night Watchman,"$2,219","$2,219",100%,-,-
682,Scorn,"$2,206","$2,206",100%,-,-
683,Patagonia Rising,"$2,064","$2,064",100%,-,-
684,Split: A Deeper Divide,"$2,000","$2,000",100%,-,-
685,I Kissed a Vampire,"$1,794","$1,794",100%,-,-
686,Dystopia: 2013,"$1,708","$1,708",100%,-,-
687,Where Are You Taking Me?,"$1,492","$1,492",100%,-,-
688,Bestiaire,"$1,428","$1,428",100%,-,-
689,Snowman's Land,"$1,190","$1,190",100%,-,-
690,Jack & Diane,"$1,142","$1,142",100%,-,-
691,The Loving Story,$700,$700,100%,-,-
692,Nature Calls,$646,$646,100%,-,-
693,Citizen Gangster,$625,$625,100%,-,-
694,Gottfried Helnwein and the Dreaming Child,$601,$601,100%,-,-
695,Meeting Evil,$525,$525,100%,-,-
