Rank,Release Group,Worldwide,Domestic,%,Foreign,%
337,The Cokeville Miracle,"$1,348,456","$1,348,456",100%,-,-
338,Barney Thomson,"$1,336,254",-,-,"$1,336,254",100%
339,Ghost in the Shell: The New Movie,"$1,332,311","$101,203",7.6%,"$1,231,108",92.4%
340,13 Minutes,"$1,328,233","$161,531",12.2%,"$1,166,702",87.8%
341,Come What May,"$1,309,818","$37,766",2.9%,"$1,272,052",97.1%
342,Les Cowboys,"$1,302,493","$73,725",5.7%,"$1,228,768",94.3%
343,Sunset Song,"$1,302,482","$159,714",12.3%,"$1,142,768",87.7%
344,Slow West,"$1,295,574","$229,094",17.7%,"$1,066,480",82.3%
345,Valley of Love,"$1,264,277","$28,648",2.3%,"$1,235,629",97.7%
346,Beyond the Mask,"$1,236,094","$1,236,094",100%,-,-
347,Life,"$1,231,606",-,-,"$1,231,606",100%
348,That Sugar Film,"$1,226,399","$3,500",0.3%,"$1,222,899",99.7%
349,Any Body Can Dance 2,"$1,176,958","$892,133",75.8%,"$284,825",24.2%
350,Louder Than Bombs,"$1,160,724","$163,807",14.1%,"$996,917",85.9%
351,Where Hope Grows,"$1,159,072","$1,156,000",99.7%,"$3,072",0.3%
352,Cartel Land,"$1,145,923","$704,352",61.5%,"$441,571",38.5%
353,A War,"$1,114,663","$122,902",11%,"$991,761",89%
354,The Overnight,"$1,110,522","$1,110,522",100%,-,-
355,Beyond the Reach,"$1,100,432","$45,895",4.2%,"$1,054,537",95.8%
356,A Brilliant Young Mind,"$1,043,620","$171,793",16.5%,"$871,827",83.5%
357,Knight of Cups,"$1,026,288","$566,006",55.2%,"$460,282",44.8%
358,Tangerines,"$1,024,132","$144,501",14.1%,"$879,631",85.9%
359,Big Stone Gap,"$1,012,804","$1,009,301",99.7%,"$3,503",0.3%
360,L'attesa,"$1,010,766","$55,804",5.5%,"$954,962",94.5%
361,Far from Men,"$1,010,485","$5,336",0.5%,"$1,005,149",99.5%
362,Francofonia,"$1,008,154","$307,040",30.5%,"$701,114",69.5%
363,Faith of Our Fathers,"$1,004,105","$1,004,105",100%,-,-
364,Gabbar is Back,"$998,582","$534,601",53.5%,"$463,981",46.5%
365,The Farewell Party,"$951,531","$172,860",18.2%,"$778,671",81.8%
366,Barely Lethal,"$933,847","$6,075",0.7%,"$927,772",99.3%
367,A Borrowed Identity,"$930,958","$281,540",30.2%,"$649,418",69.8%
368,Patterns of Evidence: Exodus,"$925,576","$925,576",100%,-,-
369,Seymour: An Introduction,"$907,742","$743,541",81.9%,"$164,201",18.1%
370,Best of Enemies: Buckley vs. Vidal,"$892,802","$892,802",100%,-,-
371,Love,"$861,057","$249,083",28.9%,"$611,974",71.1%
372,The Polar Express 2015 IMAX Release,"$846,602","$846,602",100%,-,-
373,Detective Byomkesh Bakshy!,"$827,437","$579,055",70%,"$248,382",30%
374,Tangerine,"$814,868","$702,354",86.2%,"$112,514",13.8%
375,Bangistan,"$810,419","$48,694",6%,"$761,725",94%
376,The Wrecking Crew!,"$801,606","$801,606",100%,-,-
377,Red Army,"$798,680","$694,600",87%,"$104,080",13%
378,Momentum,"$789,406",-,-,"$789,406",100%
379,The D Train,"$774,780","$673,151",86.9%,"$101,629",13.1%
380,Theeb,"$768,449","$283,024",36.8%,"$485,425",63.2%
381,Kahlil Gibran's The Prophet,"$764,498","$355,343",46.5%,"$409,155",53.5%
382,Bombay Velvet,"$758,478","$450,692",59.4%,"$307,786",40.6%
383,"Kumiko, The Treasure Hunter","$739,623","$623,383",84.3%,"$116,240",15.7%
384,Once I Was a Beehive,"$732,655","$732,655",100%,-,-
385,Peggy Guggenheim: Art Addict,"$727,591","$498,428",68.5%,"$229,163",31.5%
386,A Tale of Love and Darkness,"$724,885","$572,212",78.9%,"$152,673",21.1%
387,Extraction,"$710,636","$16,775",2.4%,"$693,861",97.6%
388,Cobain: Montage of Heck,"$687,649",-,-,"$687,649",100%
389,"Right Now, Wrong Then","$680,728","$24,470",3.6%,"$656,258",96.4%
390,5 to 7,"$674,579","$162,685",24.1%,"$511,894",75.9%
391,The Stanford Prison Experiment,"$663,114","$660,561",99.6%,"$2,553",0.4%
392,Madame Bovary,"$658,532","$44,235",6.7%,"$614,297",93.3%
393,Welcome to Me,"$636,819","$608,852",95.6%,"$27,967",4.4%
394,Lost River,"$615,500","$45,431",7.4%,"$570,069",92.6%
395,Skin Trade,"$595,268","$1,242",0.2%,"$594,026",99.8%
396,Ixcanul,"$594,836","$295,157",49.6%,"$299,679",50.4%
397,The Black Panthers: Vanguard of the Revolution,"$584,109","$516,893",88.5%,"$67,216",11.5%
398,The Falling,"$569,498",-,-,"$569,498",100%
399,Every Thing Will Be Fine,"$554,953","$9,233",1.7%,"$545,720",98.3%
400,The Club,"$541,515","$52,761",9.7%,"$488,754",90.3%
401,On the Way to School 2015 Re-release,"$540,658","$7,424",1.4%,"$533,234",98.6%
402,Hungry Hearts,"$534,549","$6,921",1.3%,"$527,628",98.7%
403,Kill Your Friends,"$533,147",-,-,"$533,147",100%
404,Listen to Me Marlon,"$516,337","$425,831",82.5%,"$90,506",17.5%
405,Our Last Tango,"$505,885","$100,086",19.8%,"$405,799",80.2%
406,Deli Man,"$502,294","$502,294",100%,-,-
407,Hamari Adhuri Kahani,"$498,774","$235,361",47.2%,"$263,413",52.8%
408,Kahlil Gibran's The Prophet 2015 Re-release,"$496,914","$370,146",74.5%,"$126,768",25.5%
409,Felix and Meira,"$496,714","$447,353",90.1%,"$49,361",9.9%
410,April and the Extraordinary World,"$495,879","$295,488",59.6%,"$200,391",40.4%
411,Steve Jobs: The Man in the Machine,"$494,506","$494,506",100%,-,-
412,Cooties,"$485,544","$60,058",12.4%,"$425,486",87.6%
413,The Third Man 2015 Re-release,"$478,945","$449,191",93.8%,"$29,754",6.2%
414,Brotherly Love,"$478,595","$478,595",100%,-,-
415,Heart of a Dog,"$476,384","$420,813",88.3%,"$55,571",11.7%
416,Darbareye Elly 2015 Re-release,"$470,760","$470,760",100%,-,-
417,Before We Go,"$462,875","$37,151",8%,"$425,724",92%
418,Disorder,"$460,997","$51,879",11.3%,"$409,118",88.7%
419,Manglehorn,"$459,636","$143,101",31.1%,"$316,535",68.9%
420,Rosenwald,"$433,924","$433,924",100%,-,-
421,Harmony,"$430,568","$23,248",5.4%,"$407,320",94.6%
422,Mississippi Grind,"$422,746","$130,541",30.9%,"$292,205",69.1%
423,Tales of Halloween,"$416,792",-,-,"$416,792",100%
424,The Mafia Kills Only in Summer 2015 Re-release,"$413,236","$37,134",9%,"$376,102",91%
425,Unbranded,"$412,792","$410,185",99.4%,"$2,607",0.6%
426,Badlapur,"$409,166","$409,166",100%,-,-
427,Song One,"$408,918","$32,251",7.9%,"$376,667",92.1%
428,The Hunting Ground,"$405,917","$405,917",100%,-,-
429,The Apu Trilogy,"$402,723","$402,723",100%,-,-
430,Freetown,"$401,328","$401,328",100%,-,-
431,Hitchcock/Truffaut,"$386,471","$260,430",67.4%,"$126,041",32.6%
432,Z for Zachariah,"$381,839","$121,461",31.8%,"$260,378",68.2%
433,Miss Hokusai,"$377,702","$222,670",59%,"$155,032",41%
434,Le talent de mes amis,"$376,522",$889,0.2%,"$375,633",99.8%
435,Dark Awakening,"$367,925",-,-,"$367,925",100%
436,Everly,"$358,156",-,-,"$358,156",100%
437,Aferim!,"$350,110","$108,110",30.9%,"$242,000",69.1%
438,The Lady in the Car with Glasses and a Gun,"$339,461","$2,167",0.6%,"$337,294",99.4%
439,Ballet 422,"$333,554","$333,554",100%,-,-
440,Shamitabh,"$331,821","$324,597",97.8%,"$7,224",2.2%
441,David and Goliath,"$316,100","$316,100",100%,-,-
442,Time Out of Mind,"$314,082","$166,775",53.1%,"$147,307",46.9%
443,Merchants of Doubt,"$308,156","$308,156",100%,-,-
444,Monsters: Dark Continent,"$306,004",-,-,"$306,004",100%
445,Microbe & Gasoline,"$303,787","$63,802",21%,"$239,985",79%
446,N.H 10,"$303,587","$303,587",100%,-,-
447,Chic!,"$295,295","$5,587",1.9%,"$289,708",98.1%
448,Stonewall,"$292,669","$187,674",64.1%,"$104,995",35.9%
449,The Last Five Years,"$292,092","$145,427",49.8%,"$146,665",50.2%
450,The Man in 3B,"$291,513","$291,513",100%,-,-
451,Above and Beyond,"$288,751","$288,751",100%,-,-
452,Aloft,"$270,971","$53,086",19.6%,"$217,885",80.4%
453,Fall in Love Like a Star 2015 Re-release,"$253,785","$212,508",83.7%,"$41,277",16.3%
454,Tevar,"$242,453","$236,002",97.3%,"$6,451",2.7%
455,Boulevard,"$240,450","$126,150",52.5%,"$114,300",47.5%
456,Carter High,"$240,214","$240,214",100%,-,-
457,After the Ball,"$234,417","$161,820",69%,"$72,597",31%
458,Experimenter,"$224,145","$155,575",69.4%,"$68,570",30.6%
459,Phantom Boy,"$221,016","$34,362",15.5%,"$186,654",84.5%
460,Club Life,"$219,229","$4,444",2%,"$214,785",98%
461,The Tribe,"$215,034","$150,564",70%,"$64,470",30%
462,Ingrid Bergman: In Her Own Words,"$214,014","$138,148",64.6%,"$75,866",35.4%
463,Chocolate City,"$212,662","$212,662",100%,-,-
464,The Duke of Burgundy,"$185,147","$64,521",34.8%,"$120,626",65.2%
465,Lambert & Stamp,"$183,320","$183,320",100%,-,-
466,An Honest Liar,"$180,590","$180,590",100%,-,-
467,Lila & Eve,"$179,807","$38,263",21.3%,"$141,544",78.7%
468,People Places Things,"$177,338","$67,046",37.8%,"$110,292",62.2%
469,All Things Must Pass,"$172,394","$172,394",100%,-,-
470,Christmas Eve,"$164,839","$91,302",55.4%,"$73,537",44.6%
471,The Look of Silence,"$157,857","$109,089",69.1%,"$48,768",30.9%
472,Hell and Back,"$157,768","$157,768",100%,-,-
473,Queen & Country,"$155,881","$41,297",26.5%,"$114,584",73.5%
474,The Boy and the World 2015 Re-release,"$155,215","$129,480",83.4%,"$25,735",16.6%
475,Backstreet Boys: Show 'Em What You're Made Of,"$153,068","$153,068",100%,-,-
476,In the Shadow of Women,"$152,802","$50,291",32.9%,"$102,511",67.1%
477,Songs My Brothers Taught Me,"$146,937","$34,793",23.7%,"$112,144",76.3%
478,Yellow Day 2015 Re-release,"$144,163","$144,163",100%,-,-
479,Cop Car,"$143,658","$134,552",93.7%,"$9,106",6.3%
480,La Sapienza,"$135,392","$135,392",100%,-,-
481,My Neighbor Totoro 2015 Re-release,"$134,877",-,-,"$134,877",100%
482,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,"$133,443","$133,443",100%,-,-
483,A Ballerina's Tale,"$131,995","$131,995",100%,-,-
484,Every Secret Thing,"$124,733","$103,536",83%,"$21,197",17%
485,Marguerite & Julien,"$123,918",-,-,"$123,918",100%
486,Appropriate Behavior,"$123,699","$46,912",37.9%,"$76,787",62.1%
487,Ashby,"$122,919","$4,631",3.8%,"$118,288",96.2%
488,Do I Sound Gay?,"$122,595","$119,388",97.4%,"$3,207",2.6%
489,In Jackson Heights,"$121,094","$121,094",100%,-,-
490,The Pearl Button,"$119,753","$42,166",35.2%,"$77,587",64.8%
491,Digging for Fire,"$119,364","$119,364",100%,-,-
492,Neither Heaven Nor Earth,"$118,663","$12,810",10.8%,"$105,853",89.2%
493,The Goonies 2015 Re-release,"$113,538","$113,538",100%,-,-
494,Road Hard,"$113,169","$113,169",100%,-,-
495,1915,"$111,682","$111,682",100%,-,-
496,Strangerland,"$111,107","$17,472",15.7%,"$93,635",84.3%
497,Roar,"$110,048","$110,048",100%,-,-
498,Adult Beginners,"$108,808","$108,808",100%,-,-
499,Sworn Virgin,"$108,681","$4,636",4.3%,"$104,045",95.7%
500,The Tales of Hoffmann,"$106,860","$91,930",86%,"$14,930",14%
501,Results,"$104,507","$104,507",100%,-,-
502,Kill Me Three Times,"$101,807","$24,296",23.9%,"$77,511",76.1%
503,A Lego Brickumentary,"$101,531","$101,531",100%,-,-
504,Man from Reno,"$101,438","$101,438",100%,-,-
505,James White,"$101,368","$101,368",100%,-,-
506,Cemetery of Splendor,"$98,932","$51,950",52.5%,"$46,982",47.5%
507,The Here After,"$97,699",-,-,"$97,699",100%
508,Difret,"$97,205","$49,667",51.1%,"$47,538",48.9%
509,Sunshine Superman,"$96,715","$88,097",91.1%,"$8,618",8.9%
510,A Poem Is a Naked Person,"$96,592","$96,592",100%,-,-
511,Queen of Earth,"$95,183","$91,218",95.8%,"$3,965",4.2%
512,Legends from the Sky,"$91,462","$91,462",100%,-,-
513,Beasts of No Nation,"$90,777","$90,777",100%,-,-
514,Dark Horse,"$90,136","$90,136",100%,-,-
515,Hyena Road,"$87,768","$1,430",1.6%,"$86,338",98.4%
516,Gueros,"$86,736","$60,114",69.3%,"$26,622",30.7%
517,Tab Hunter Confidential,"$85,812","$85,812",100%,-,-
518,Heaven Knows What,"$84,417","$80,734",95.6%,"$3,683",4.4%
519,The Diabolical,"$84,259",-,-,"$84,259",100%
520,Careful What You Wish For,"$82,230",-,-,"$82,230",100%
521,The Girl in the Book,"$81,379","$8,245",10.1%,"$73,134",89.9%
522,Nasty Baby,"$80,772","$79,800",98.8%,$972,1.2%
523,Trace Amounts,"$80,735","$80,735",100%,-,-
524,Blackbird,"$78,400","$78,400",100%,-,-
525,Chevalier,"$77,590","$25,696",33.1%,"$51,894",66.9%
526,The New Rijksmuseum - The Film,"$76,460","$40,578",53.1%,"$35,882",46.9%
527,Batkid Begins: The Wish Heard Around the World,"$74,709","$74,709",100%,-,-
528,The Keeping Room,"$73,922","$27,166",36.7%,"$46,756",63.3%
529,War Pigs,"$73,701",-,-,"$73,701",100%
530,Partisan,"$72,151",-,-,"$72,151",100%
531,The Chambermaid Lynn,"$71,918",$315,0.4%,"$71,603",99.6%
532,Freaks of Nature,"$70,958","$70,958",100%,-,-
533,Back to the Jurassic,"$69,423","$4,351",6.3%,"$65,072",93.7%
534,Noma: My Perfect Storm,"$68,622","$21,130",30.8%,"$47,492",69.2%
535,I Am Big Bird: The Caroll Spinney Story,"$67,845","$67,845",100%,-,-
536,The Messenger,"$67,816","$67,816",100%,-,-
537,Turbo Kid,"$67,069","$67,069",100%,-,-
538,The Lesson,"$65,142","$9,045",13.9%,"$56,097",86.1%
539,Paulette 2015 Re-release,"$64,125","$29,494",46%,"$34,631",54%
540,I Smile Back,"$63,373","$58,738",92.7%,"$4,635",7.3%
541,Drunk Stoned Brilliant Dead,"$62,660","$62,660",100%,-,-
542,Dark Star: HR Gigers Welt,"$61,845","$61,845",100%,-,-
543,Rififi 2015 Re-release,"$57,749","$57,749",100%,-,-
544,Court,"$57,416","$22,898",39.9%,"$34,518",60.1%
545,Entertainment,"$55,506","$55,506",100%,-,-
546,What Our Fathers Did: A Nazi Legacy,"$54,603","$40,119",73.5%,"$14,484",26.5%
547,The Search for General Tso,"$54,275","$54,275",100%,-,-
548,The Summer of Sangaile,"$53,843","$4,480",8.3%,"$49,363",91.7%
549,Love Thy Nature,"$52,947","$41,149",77.7%,"$11,798",22.3%
550,Quay,"$51,858","$51,858",100%,-,-
551,The Yes Men Are Revolting,"$51,331","$50,190",97.8%,"$1,141",2.2%
552,Spring,"$49,970","$49,970",100%,-,-
553,Red Herring,"$49,480","$49,480",100%,-,-
554,The Seven Five,"$48,869","$48,869",100%,-,-
555,The Forbidden Room,"$48,082","$34,404",71.6%,"$13,678",28.4%
556,Shanghai 2015 Re-release,"$46,425","$46,425",100%,-,-
557,Mediterranea,"$46,392","$22,076",47.6%,"$24,316",52.4%
558,An Eye for Beauty,"$45,513","$9,395",20.6%,"$36,118",79.4%
559,River of Fundament,"$44,840","$44,840",100%,-,-
560,Jenny's Wedding,"$42,927","$4,704",11%,"$38,223",89%
561,The Nightmare,"$41,853","$28,281",67.6%,"$13,572",32.4%
562,The Road Within,"$41,760",-,-,"$41,760",100%
563,Censored Voices,"$41,260","$41,260",100%,-,-
564,Steve McQueen: The Man & Le Mans,"$41,203","$6,843",16.6%,"$34,360",83.4%
565,Prophet's Prey,"$39,347","$39,347",100%,-,-
566,"3 1/2 Minutes, 10 Bullets","$39,263","$30,407",77.4%,"$8,856",22.6%
567,Out 1,"$37,743","$31,539",83.6%,"$6,204",16.4%
568,Match 2015 Re-release,"$37,285","$37,285",100%,-,-
569,Grey Gardens,"$36,923","$36,923",100%,-,-
570,Sister Code,"$36,676","$36,676",100%,-,-
571,Unexpected,"$36,402","$23,986",65.9%,"$12,416",34.1%
572,Welcome to Leith,"$36,380","$36,010",99%,$370,1%
573,Finders Keepers,"$35,555","$35,555",100%,-,-
574,Cosmos,"$34,393","$25,856",75.2%,"$8,537",24.8%
575,Pierrot le Fou 2015 Re-release,"$34,371","$34,371",100%,-,-
576,Kilo Two Bravo,"$34,017","$7,891",23.2%,"$26,126",76.8%
577,The Winding Stream,"$33,420","$33,420",100%,-,-
578,Final Girl,"$33,411",-,-,"$33,411",100%
579,Amira & Sam,"$31,849","$31,849",100%,-,-
580,Don Verdean,"$31,309","$31,309",100%,-,-
581,Army of Shadows 2015 Re-release,"$30,190","$30,190",100%,-,-
582,Runoff,"$30,186","$30,186",100%,-,-
583,Paul Taylor: Creative Domain,"$30,168","$30,168",100%,-,-
584,Rebels of the Neon God,"$28,791","$28,791",100%,-,-
585,Americons,"$28,782","$28,782",100%,-,-
586,Arabian Nights: Volume 1 - The Restless One,"$28,245","$12,260",43.4%,"$15,985",56.6%
587,"Like Sunday, Like Rain","$28,208","$28,208",100%,-,-
588,7 Chinese Brothers,"$28,180","$28,180",100%,-,-
589,Bikes vs Cars,"$28,072","$28,072",100%,-,-
590,Sembene!,"$28,059","$28,059",100%,-,-
591,Tap World,"$26,747","$26,747",100%,-,-
592,Peace Officer,"$26,632","$26,632",100%,-,-
593,Rediscover Sautet,"$25,314","$25,314",100%,-,-
594,R100,"$24,956","$24,956",100%,-,-
595,Olvidados 2015 Re-release,"$24,638","$24,638",100%,-,-
596,Argentina,"$23,864","$14,869",62.3%,"$8,995",37.7%
597,Can't Stand Losing You: Surviving the Police,"$23,262","$23,262",100%,-,-
598,Metropolitan 2015 Re-release,"$22,284","$22,284",100%,-,-
599,Slow Learners,"$22,272","$22,272",100%,-,-
600,Princess Cut,"$22,167","$22,167",100%,-,-
601,Animals 2015 Re-release,"$21,821","$21,821",100%,-,-
602,Fidelio: Alice's Odyssey,"$20,571","$3,580",17.4%,"$16,991",82.6%
603,Consumed,"$20,476","$20,476",100%,-,-
604,Boy Meets Girl,"$20,441","$20,441",100%,-,-
605,Friends and Romans,"$20,136","$20,136",100%,-,-
606,Forbidden Games,"$19,889","$19,889",100%,-,-
607,Wild Canaries,"$19,777","$19,777",100%,-,-
608,Misery Loves Comedy,"$19,634","$19,634",100%,-,-
609,Gabo: The Creation of Gabriel Garcia Marquez,"$19,337","$19,337",100%,-,-
610,Jackie & Ryan,"$19,305",-,-,"$19,305",100%
611,The Challenger,"$19,003","$19,003",100%,-,-
612,Li'l Quinquin,"$17,868","$7,192",40.3%,"$10,676",59.7%
613,The Other One,"$17,727","$17,727",100%,-,-
614,Butterfly Girl,"$17,503","$17,503",100%,-,-
615,Eva 2015 Re-release,"$16,738","$16,738",100%,-,-
616,This Changes Everything,"$16,692","$16,692",100%,-,-
617,The World of Kanako 2015 Re-release,"$16,627","$16,627",100%,-,-
618,Who Took Johnny,"$16,595","$16,595",100%,-,-
619,Life in a Walk,"$16,557","$16,557",100%,-,-
620,The Human Centipede III (Final Sequence),"$16,184","$16,184",100%,-,-
621,Can You Dig This,"$15,909","$15,909",100%,-,-
622,A Reason,"$15,792","$15,792",100%,-,-
623,Full Moon in Paris,"$15,726","$15,726",100%,-,-
624,Dreams Rewired,"$15,626","$11,843",75.8%,"$3,783",24.2%
625,They Will Have to Kill Us First: Malian Music In Exile,"$15,453","$7,516",48.6%,"$7,937",51.4%
626,Arabian Nights: Volume 2 - The Desolate One,"$15,245","$6,398",42%,"$8,847",58%
627,Cheatin',"$15,077","$15,077",100%,-,-
628,Gloria,"$14,701","$14,701",100%,-,-
629,10 Days in a Madhouse,"$14,616","$14,616",100%,-,-
630,Buzzard,"$14,591","$14,591",100%,-,-
631,Gone Doggy Gone,"$14,354","$14,354",100%,-,-
632,Backcountry,"$13,848","$13,848",100%,-,-
633,Eli,"$13,547","$13,547",100%,-,-
634,Yakuza Apocalypse,"$12,756","$12,756",100%,-,-
635,The Armor of Light,"$12,267","$12,267",100%,-,-
636,Wa-shoku Dream: Beyond Sushi,"$12,240","$12,240",100%,-,-
637,A Murder in the Park,"$12,088","$12,088",100%,-,-
638,Little England 2015 Re-release,"$12,077","$12,077",100%,-,-
639,Emptying the Skies,"$11,811","$11,811",100%,-,-
640,Just Before I Go,"$10,970","$10,970",100%,-,-
641,Digging Up the Marrow,"$10,969","$10,969",100%,-,-
642,The Forecaster,"$10,824","$10,172",94%,$652,6%
643,Bleeding Heart,"$10,815",-,-,"$10,815",100%
644,Mala Mala,"$10,761","$10,761",100%,-,-
645,Little Accidents,"$10,071","$10,071",100%,-,-
646,The Life and Mind of Mark DeFriest,"$10,021","$10,021",100%,-,-
647,52 Tuesdays,"$9,844",-,-,"$9,844",100%
648,"One Cut, One Life","$9,406","$9,406",100%,-,-
649,Cupcakes,"$9,129","$9,129",100%,-,-
650,Gerontophilia 2015 Re-release,"$9,074","$4,916",54.2%,"$4,158",45.8%
651,Station to Station,"$9,000","$9,000",100%,-,-
652,B-Side,"$8,870","$8,870",100%,-,-
653,The Pardon,"$8,845","$8,845",100%,-,-
654,Dawn of the Crescent Moon,"$8,799","$8,799",100%,-,-
655,Meet Me in Montenegro,"$8,612","$8,612",100%,-,-
656,Farewell to Hollywood,"$8,601","$8,601",100%,-,-
657,Counting,"$8,374","$8,374",100%,-,-
658,Jellyfish Eyes,"$8,176","$8,176",100%,-,-
659,Steak (R)evolution,"$8,038","$8,025",99.8%,$13,0.2%
660,Straight Outta Tompkins,"$8,022","$8,022",100%,-,-
661,One Small Hitch 2015 Re-release,"$7,965","$7,965",100%,-,-
662,Bleak Street,"$7,888",-,-,"$7,888",100%
663,The Great Man,"$7,814","$7,814",100%,-,-
664,Area 51,"$7,556","$7,556",100%,-,-
665,Rubble Kings,"$7,416","$7,416",100%,-,-
666,Antarctic Edge: 70° South,"$7,193","$7,193",100%,-,-
667,Gabriel,"$6,959","$6,959",100%,-,-
668,The Sisterhood of Night,"$6,870","$6,870",100%,-,-
669,Arabian Nights: Volume 3 - The Enchanted One,"$6,681","$4,502",67.4%,"$2,179",32.6%
670,Horse Money,"$6,508","$6,508",100%,-,-
671,Ride,"$6,489",-,-,"$6,489",100%
672,Tu Dors Nicole,"$6,445","$5,662",87.9%,$783,12.1%
673,The Suicide Theory,"$6,434","$6,434",100%,-,-
674,The Night of the Shooting Stars 2015 Re-release,"$6,186","$6,186",100%,-,-
675,The Marquise of O,"$6,048","$6,048",100%,-,-
676,"Sex, Death and Bowling","$5,972","$5,972",100%,-,-
677,Medeas,"$5,895","$5,895",100%,-,-
678,Top Spin,"$5,858","$5,858",100%,-,-
679,Shout Gladi Gladi,"$5,839","$5,839",100%,-,-
680,Black November,"$5,782","$5,782",100%,-,-
681,The Wanted 18,"$5,680","$5,680",100%,-,-
682,This Isn't Funny,"$5,654","$5,654",100%,-,-
683,Our Man in Tehran,"$5,573","$5,573",100%,-,-
684,The Living,"$5,514","$5,514",100%,-,-
685,She's Lost Control,"$5,319","$5,319",100%,-,-
686,Sarajevo,"$5,247","$5,247",100%,-,-
687,The Princess of France,"$5,212","$5,212",100%,-,-
688,Death Valley,"$5,211","$5,211",100%,-,-
689,On War 2015 Re-release,"$5,086","$5,086",100%,-,-
690,SBK: The Movie,"$4,950","$4,950",100%,-,-
691,Guidance,"$4,900","$4,900",100%,-,-
692,Miss Hill: Making Dance Matter,"$4,706","$4,706",100%,-,-
693,Against the Sun,"$4,646","$4,646",100%,-,-
694,Seeds of Time,"$4,630","$4,630",100%,-,-
695,"Farewell, Herr Schwarz","$4,445","$4,445",100%,-,-
696,Days of Grace 2015 Re-release,"$4,308","$4,308",100%,-,-
697,Set Fire to the Stars,"$4,280","$4,280",100%,-,-
698,The Knife of Don Juan,"$4,254","$4,254",100%,-,-
699,Three Night Stand,"$4,076","$4,076",100%,-,-
700,The Iron Ministry,"$3,885","$3,340",86%,$545,14%
701,Unfreedom,"$3,778","$3,778",100%,-,-
702,The Free Speech Apocalypse,"$3,726","$3,726",100%,-,-
703,Hyena,"$3,586","$3,401",94.8%,$185,5.2%
704,Mi America,"$3,330","$3,330",100%,-,-
705,Know How,"$3,323","$3,323",100%,-,-
706,Drunk Wedding,"$3,301","$3,301",100%,-,-
707,Windsor Drive,"$3,256","$3,256",100%,-,-
708,Blackhats,"$3,216","$3,216",100%,-,-
709,Moana,"$2,993","$2,993",100%,-,-
710,Julia,"$2,710","$2,710",100%,-,-
711,Chocolat 2015 Re-release,"$2,710","$2,710",100%,-,-
712,Body,"$2,634","$2,634",100%,-,-
713,Hayride 2,"$2,571","$2,571",100%,-,-
714,The Reflektor Tapes,"$2,424",-,-,"$2,424",100%
715,L.A. Slasher,"$2,421","$2,421",100%,-,-
716,Anita Ho,"$2,250","$2,250",100%,-,-
717,Me You and Five Bucks,"$2,105","$2,105",100%,-,-
718,Sneakerheadz,"$1,903","$1,903",100%,-,-
719,The Other Man: F.W. de Klerk and the End of Apartheid,"$1,747","$1,747",100%,-,-
720,Dark Forest,"$1,739","$1,739",100%,-,-
721,The Looking Glass,"$1,711","$1,711",100%,-,-
722,Drown,"$1,631","$1,631",100%,-,-
723,Cut Snake,"$1,625","$1,625",100%,-,-
724,Forever,"$1,598","$1,598",100%,-,-
725,Making Rounds,"$1,484","$1,484",100%,-,-
726,Along the Roadside 2015 Re-release,"$1,352","$1,352",100%,-,-
727,3 Nights in the Desert,"$1,297","$1,297",100%,-,-
728,Childless,"$1,036","$1,036",100%,-,-
729,They Are We,$900,$900,100%,-,-
730,Big Muddy,$881,$881,100%,-,-
731,It's All So Quiet 2015 Re-release,$724,$724,100%,-,-
732,It's Hard Being Loved by Jerks 2015 Re-release,$697,$697,100%,-,-
733,The 11th Hour,$510,-,-,$510,100%
734,Paranoid Girls,$78,$78,100%,-,-
735,Confession of a Child of the Century 2015 Re-release,$74,$74,100%,-,-
