Rank,Release Group,Worldwide,Domestic,%,Foreign,%
334,Long Live Freedom 2014 Re-release,"$995,990","$48,541",4.9%,"$947,449",95.1%
335,Blue Ruin,"$993,313","$258,384",26%,"$734,929",74%
336,The Dinner,"$944,808","$7,282",0.8%,"$937,526",99.2%
337,Palo Alto,"$919,591","$767,732",83.5%,"$151,859",16.5%
338,The Dead Lands,"$906,158","$5,240",0.6%,"$900,918",99.4%
339,You're Not You,"$894,964","$11,486",1.3%,"$883,478",98.7%
340,Particle Fever,"$869,838","$869,838",100%,-,-
341,Bird People,"$866,211","$32,111",3.7%,"$834,100",96.3%
342,Highway,"$858,783","$529,136",61.6%,"$329,647",38.4%
343,Night Moves,"$858,513","$271,755",31.7%,"$586,758",68.3%
344,Atlas Shrugged: Who Is John Galt?,"$846,704","$846,704",100%,-,-
345,Gunday,"$843,232",-,-,"$843,232",100%
346,Mary Kom,"$839,840","$621,300",74%,"$218,540",26%
347,13 Sins,"$826,913","$13,809",1.7%,"$813,104",98.3%
348,Gekijouban K: Missing Kings,"$826,323","$33,531",4.1%,"$792,792",95.9%
349,Life Itself,"$815,645","$810,454",99.4%,"$5,191",0.6%
350,Saw 10th Anniversary Release,"$815,324","$815,324",100%,-,-
351,Futuro Beach,"$779,835","$20,262",2.6%,"$759,573",97.4%
352,Yalom's Cure,"$766,974","$1,164",0.2%,"$765,810",99.8%
353,Elsa & Fred,"$753,975","$285,863",37.9%,"$468,112",62.1%
354,A Five Star Life 2014 Re-release,"$749,653","$306,917",40.9%,"$442,736",59.1%
355,Land Ho!,"$727,594","$727,594",100%,-,-
356,Effie Gray,"$721,143","$352,534",48.9%,"$368,609",51.1%
357,2001: A Space Odyssey 2014 Re-release,"$717,744","$214,618",29.9%,"$503,126",70.1%
358,Frankie & Alice 2014 Re-release,"$695,876","$695,876",100%,-,-
359,A Matter of Faith,"$680,113","$680,113",100%,-,-
360,Jodorowsky's Dune,"$647,280","$647,280",100%,-,-
361,Nowitzki: The Perfect Shot,"$619,517","$41,340",6.7%,"$578,177",93.3%
362,Paulo Coelho's Best Story,"$617,377","$8,808",1.4%,"$608,569",98.6%
363,The Little Death,"$601,162","$18,238",3%,"$582,924",97%
364,Jimi: All Is by My Side,"$599,840","$340,911",56.8%,"$258,929",43.2%
365,The One I Love,"$596,933","$513,447",86%,"$83,486",14%
366,Are You Here,"$594,396",-,-,"$594,396",100%
367,White God,"$581,904","$282,358",48.5%,"$299,546",51.5%
368,Goodbye to Language,"$566,423","$401,889",71%,"$164,534",29%
369,Forrest Gump 2014 IMAX Release,"$557,683","$557,683",100%,-,-
370,Open Windows,"$550,108","$1,750",0.3%,"$548,358",99.7%
371,23 Blast,"$549,185","$549,185",100%,-,-
372,A Girl Walks Home Alone at Night,"$546,352","$491,910",90%,"$54,442",10%
373,Rudderless,"$546,149","$58,293",10.7%,"$487,856",89.3%
374,On Any Sunday: The Next Chapter,"$543,044","$543,044",100%,-,-
375,A Hard Day's Night 2014 Re-release,"$515,005","$515,005",100%,-,-
376,Eden,"$494,949","$65,460",13.2%,"$429,489",86.8%
377,Two Night Stand,"$492,332","$18,612",3.8%,"$473,720",96.2%
378,Wolves,"$491,154","$12,139",2.5%,"$479,015",97.5%
379,I Origins,"$481,234","$336,472",69.9%,"$144,762",30.1%
380,White Bird in a Blizzard,"$469,701","$33,821",7.2%,"$435,880",92.8%
381,Last Days in Vietnam,"$466,114","$466,114",100%,-,-
382,Deepsea Challenge,"$462,959","$235,659",50.9%,"$227,300",49.1%
383,The Bag Man,"$461,780","$56,574",12.3%,"$405,206",87.7%
384,Desert Dancer,"$438,165","$155,271",35.4%,"$282,894",64.6%
385,Bjork: Biophilia Live,"$433,686","$127,754",29.5%,"$305,932",70.5%
386,God Help the Girl,"$423,306","$102,757",24.3%,"$320,549",75.7%
387,Behaving Badly,"$422,697",-,-,"$422,697",100%
388,She's Beautiful When She's Angry,"$421,573","$421,573",100%,-,-
389,God's Pocket,"$403,713","$169,976",42.1%,"$233,737",57.9%
390,Bethlehem,"$384,670","$201,700",52.4%,"$182,970",47.6%
391,Glen Campbell: I'll Be Me,"$365,422","$365,422",100%,-,-
392,These Final Hours,"$360,234",-,-,"$360,234",100%
393,Happy Ending,"$359,542","$313,770",87.3%,"$45,772",12.7%
394,National Gallery,"$354,971","$253,941",71.5%,"$101,030",28.5%
395,The Green Prince,"$339,208","$258,237",76.1%,"$80,971",23.9%
396,Elaine Stritch: Shoot Me,"$327,452","$327,452",100%,-,-
397,The Hornet's Nest,"$312,706","$312,706",100%,-,-
398,Dancing in Jaffa,"$311,001","$151,098",48.6%,"$159,903",51.4%
399,I Am Eleven 2014 Re-release,"$310,116","$310,116",100%,-,-
400,The Amazing Catfish,"$308,349","$11,342",3.7%,"$297,007",96.3%
401,Half of a Yellow Sun,"$306,393","$54,529",17.8%,"$251,864",82.2%
402,The Unknown Known,"$301,604","$276,497",91.7%,"$25,107",8.3%
403,Jinn,"$297,381","$202,348",68%,"$95,033",32%
404,Innocence,"$294,039","$294,039",100%,-,-
405,Big Bad Wolves,"$291,239","$33,232",11.4%,"$258,007",88.6%
406,Best Night Ever,"$289,511",-,-,"$289,511",100%
407,Welcome to New York,"$288,837",-,-,"$288,837",100%
408,Antarctica: A Year on Ice,"$288,757","$288,757",100%,-,-
409,The Last of Robin Hood,"$288,545","$288,545",100%,-,-
410,The Kindergarten Teacher,"$284,065","$36,190",12.7%,"$247,875",87.3%
411,Life After Beth,"$274,717","$88,273",32.1%,"$186,444",67.9%
412,Falcon Rising,"$267,476","$11,774",4.4%,"$255,702",95.6%
413,Raja Natwarlal,"$256,978","$131,105",51%,"$125,873",49%
414,Alive Inside: A Story of Music and Memory,"$256,682","$256,682",100%,-,-
415,Mistaken for Strangers,"$253,285","$138,991",54.9%,"$114,294",45.1%
416,Lilting,"$247,377","$27,054",10.9%,"$220,323",89.1%
417,The Galapagos Affair: Satan Came to Eden,"$247,159","$247,159",100%,-,-
418,Road to Ninja - Naruto the Movie 2014 Re-release,"$240,687","$43,171",17.9%,"$197,516",82.1%
419,Art and Craft,"$235,037","$235,037",100%,-,-
420,Dr. Cabbie,"$225,490","$225,490",100%,-,-
421,10.000 Km,"$222,530","$12,423",5.6%,"$210,107",94.4%
422,Supermensch,"$220,065","$213,064",96.8%,"$7,001",3.2%
423,Rob the Mob,"$209,613","$208,693",99.6%,$920,0.4%
424,The Right Kind of Wrong,"$208,105","$2,098",1%,"$206,007",99%
425,Under the Electric Sky,"$207,584","$207,584",100%,-,-
426,Advanced Style,"$207,231","$87,879",42.4%,"$119,352",57.6%
427,Charlie's Country,"$202,966","$42,937",21.2%,"$160,029",78.8%
428,Listen Up Philip,"$200,126","$200,126",100%,-,-
429,A Summer's Tale,"$198,126","$198,126",100%,-,-
430,Code Black,"$190,229","$190,229",100%,-,-
431,In the Basement,"$186,036","$3,643",2%,"$182,393",98%
432,1001 Grams,"$181,030","$10,983",6.1%,"$170,047",93.9%
433,Anita: Speaking Truth to Power,"$176,979","$176,979",100%,-,-
434,Afternoon of a Faun: Tanaquil Le Clercq,"$172,450","$172,450",100%,-,-
435,Abuse of Weakness,"$171,660","$31,611",18.4%,"$140,049",81.6%
436,United Passions,"$171,511",$607,0.4%,"$170,904",99.6%
437,The Film Critic,"$165,891","$7,358",4.4%,"$158,533",95.6%
438,Nas: Time Is Illmatic,"$164,540","$164,540",100%,-,-
439,Eastern Boys,"$164,290","$16,831",10.2%,"$147,459",89.8%
440,Keep on Keepin' On,"$163,745","$163,745",100%,-,-
441,Sinbad: The Fifth Voyage,"$159,862","$159,862",100%,-,-
442,Citizen Koch,"$153,908","$153,908",100%,-,-
443,Finding Fela,"$152,346","$120,980",79.4%,"$31,366",20.6%
444,Godzilla 2014 Re-release,"$150,191","$150,191",100%,-,-
445,Watermark,"$146,572","$84,464",57.6%,"$62,108",42.4%
446,Kids for Cash,"$143,178","$143,178",100%,-,-
447,May in the Summer,"$141,605","$22,004",15.5%,"$119,601",84.5%
448,Gore Vidal: The United States of Amnesia,"$140,164","$140,164",100%,-,-
449,Coherence,"$139,745","$102,617",73.4%,"$37,128",26.6%
450,Flowers,"$139,421","$61,568",44.2%,"$77,853",55.8%
451,Xenia,"$139,186","$3,181",2.3%,"$136,005",97.7%
452,The Polar Express 2014 IMAX Release,"$139,055","$139,055",100%,-,-
453,Zero Motivation,"$138,609","$116,044",83.7%,"$22,565",16.3%
454,Redwood Highway,"$134,049","$134,049",100%,-,-
455,The Great Museum,"$133,905","$18,020",13.5%,"$115,885",86.5%
456,The Jewish Cardinal,"$133,232","$133,232",100%,-,-
457,The Adventurer: The Curse of the Midas Box,"$128,471","$6,399",5%,"$122,072",95%
458,Knights of Badassdom,"$123,854","$123,854",100%,-,-
459,Afflicted,"$121,179","$121,179",100%,-,-
460,Better Living Through Chemistry,"$120,823","$75,143",62.2%,"$45,680",37.8%
461,Jauja 2014 Re-release,"$117,117","$60,231",51.4%,"$56,886",48.6%
462,God the Father,"$113,276","$113,276",100%,-,-
463,Penton: The John Penton Story,"$112,159","$112,159",100%,-,-
464,Rich Hill,"$111,376","$111,376",100%,-,-
465,The Overnighters,"$110,763","$110,763",100%,-,-
466,Duran Duran: Unstaged,"$110,746","$110,746",100%,-,-
467,Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,"$109,630","$109,630",100%,-,-
468,Kidnapping of Michel Houellebecq,"$107,641","$11,546",10.7%,"$96,095",89.3%
469,Revenge of the Green Dragons,"$107,412",-,-,"$107,412",100%
470,Ivory Tower,"$106,771","$106,771",100%,-,-
471,Six Dance Lessons in Six Weeks,"$106,323","$106,323",100%,-,-
472,Korengal,"$101,310","$101,310",100%,-,-
473,Beyond Sight: The Derek Rabelo Story,"$101,074","$101,074",100%,-,-
474,Hiroshima Mon Amour 2014 Re-release,"$96,439","$96,439",100%,-,-
475,Ardor,"$95,549","$18,565",19.4%,"$76,984",80.6%
476,Generation War,"$91,595","$91,595",100%,-,-
477,Heroic Antics,"$90,785","$63,649",70.1%,"$27,136",29.9%
478,Pump,"$89,787","$89,787",100%,-,-
479,The Principle,"$89,543","$89,543",100%,-,-
480,Visitors,"$84,577","$84,577",100%,-,-
481,Hateship Loveship,"$83,008","$54,030",65.1%,"$28,978",34.9%
482,Alien Abduction,"$82,725","$12,897",15.6%,"$69,828",84.4%
483,12 O'Clock Boys,"$82,614","$82,614",100%,-,-
484,V/H/S Viral,"$82,409","$2,756",3.3%,"$79,653",96.7%
485,Water & Power,"$82,312","$82,312",100%,-,-
486,Camp X-Ray,"$79,624","$13,302",16.7%,"$66,322",83.3%
487,Fort McCoy,"$78,948","$78,948",100%,-,-
488,The Art of the Steal,"$77,450","$64,065",82.7%,"$13,385",17.3%
489,The Missing Picture,"$76,933","$52,164",67.8%,"$24,769",32.2%
490,Whitey: United States of America v. James J. Bulger,"$75,881","$75,881",100%,-,-
491,Swim Little Fish Swim,"$75,504","$3,877",5.1%,"$71,627",94.9%
492,We Come as Friends,"$74,633","$50,921",68.2%,"$23,712",31.8%
493,Stations of the Cross,"$74,509","$1,505",2%,"$73,004",98%
494,Veil of Tears,"$72,078","$72,078",100%,-,-
495,Flamenco Flamenco 2014 Re-release,"$71,732","$71,732",100%,-,-
496,"Je t'aime, je t'aime 2014 Re-release","$71,717","$71,717",100%,-,-
497,The Better Angels,"$70,918","$70,918",100%,-,-
498,Miss Lovely,"$70,845",-,-,"$70,845",100%
499,Siddharth,"$69,310","$60,537",87.3%,"$8,773",12.7%
500,Take Me to the River,"$68,598","$68,598",100%,-,-
501,For No Good Reason,"$67,421","$67,421",100%,-,-
502,Through a Lens Darkly: Black Photographers and the Emergence of a People,"$65,169","$65,169",100%,-,-
503,Jealousy,"$63,946","$63,946",100%,-,-
504,No Tears for the Dead,"$63,063","$63,063",100%,-,-
505,Amour Fou,"$61,693","$13,702",22.2%,"$47,991",77.8%
506,Wetlands 2014 Re-release,"$60,230","$59,478",98.8%,$752,1.2%
507,Decoding Annie Parker,"$60,048","$48,390",80.6%,"$11,658",19.4%
508,Frontera,"$59,696","$59,696",100%,-,-
509,Cheap Thrills,"$59,424","$59,424",100%,-,-
510,The One I Wrote for You,"$58,872","$58,872",100%,-,-
511,Sagrada: The Mystery of Creation 2014 Re-release,"$58,755","$58,755",100%,-,-
512,The Conformist 2014 Re-release,"$58,657","$58,657",100%,-,-
513,Run & Jump,"$57,189","$20,061",35.1%,"$37,128",64.9%
514,Big Men,"$56,286","$56,286",100%,-,-
515,Hellion,"$55,708","$55,708",100%,-,-
516,Zombeavers,"$54,985","$14,947",27.2%,"$40,038",72.8%
517,Last Passenger,"$54,110","$14,806",27.4%,"$39,304",72.6%
518,Low Down,"$54,051","$54,051",100%,-,-
519,At Middleton,"$53,837","$53,837",100%,-,-
520,Ping Pong Summer,"$52,909","$52,909",100%,-,-
521,To Be Takei,"$52,823","$52,823",100%,-,-
522,Salvation Army,"$52,511","$3,929",7.5%,"$48,582",92.5%
523,A Tale of Winter,"$52,431","$23,268",44.4%,"$29,163",55.6%
524,The Retrieval,"$50,257","$50,257",100%,-,-
525,The Discoverers,"$50,020","$50,020",100%,-,-
526,NOW: In the Wings on a World Stage,"$49,591","$49,591",100%,-,-
527,Shirin in Love,"$49,254","$49,254",100%,-,-
528,Lucky Them,"$48,995","$48,995",100%,-,-
529,The Internet's Own Boy: The Story of Aaron Swartz,"$48,911","$48,911",100%,-,-
530,A Birder's Guide to Everything,"$48,713","$48,713",100%,-,-
531,American Mustang,"$48,700","$48,700",100%,-,-
532,Alleluia,"$48,426","$6,334",13.1%,"$42,092",86.9%
533,Alphaville,"$47,696","$47,696",100%,-,-
534,A Master Builder,"$46,874","$46,874",100%,-,-
535,Monk with a Camera,"$45,938","$45,938",100%,-,-
536,Return to the Hiding Place,"$45,405","$45,405",100%,-,-
537,Ai Weiwei: The Fake Case,"$45,255","$45,255",100%,-,-
538,There's No Place Like Utopia,"$45,254","$45,254",100%,-,-
539,The Dog,"$44,581","$44,581",100%,-,-
540,Life of a King,"$44,161","$6,547",14.8%,"$37,614",85.2%
541,If You Build It,"$43,393","$43,393",100%,-,-
542,Next Goal Wins,"$43,089","$43,089",100%,-,-
543,Interior. Leather Bar.,"$42,534","$42,534",100%,-,-
544,Teenage,"$40,169","$40,169",100%,-,-
545,Child of God,"$39,324","$39,324",100%,-,-
546,The Expedition to the End of the World,"$39,115","$39,115",100%,-,-
547,Adult World,"$37,887","$25,368",67%,"$12,519",33%
548,Not Cool,"$36,026","$36,026",100%,-,-
549,Le Jour Se Leve,"$35,321","$35,321",100%,-,-
550,The Decent One,"$35,282","$21,327",60.4%,"$13,955",39.6%
551,That Man from Rio,"$35,144","$35,144",100%,-,-
552,Beneath the Harvest Sky,"$34,768","$34,768",100%,-,-
553,This Ain't No Mouse Music,"$34,754","$34,754",100%,-,-
554,Rakuen Tsuiho: Expelled from Paradise,"$34,510","$34,510",100%,-,-
555,Rocks in My Pockets,"$34,236","$34,236",100%,-,-
556,It Felt Like Love,"$33,817","$33,817",100%,-,-
557,Closed Curtain,"$33,735","$28,098",83.3%,"$5,637",16.7%
558,The Hero of Color City,"$32,188","$32,188",100%,-,-
559,The Passionate Thief,"$31,539","$31,539",100%,-,-
560,"2 Autumns, 3 Winters","$30,985","$5,819",18.8%,"$25,166",81.2%
561,Documented,"$30,662","$30,662",100%,-,-
562,Happy Christmas,"$30,312","$30,312",100%,-,-
563,Southern Baptist Sissies,"$30,160","$30,160",100%,-,-
564,A Long Way Off,"$30,104","$30,104",100%,-,-
565,Manakamana,"$30,029","$30,029",100%,-,-
566,Yellow Day,"$29,656","$29,656",100%,-,-
567,Othello,"$28,980","$28,980",100%,-,-
568,Stations of the Elevated,"$28,516","$28,516",100%,-,-
569,The King and the Mockingbird 2014 Re-release,"$27,513","$27,513",100%,-,-
570,Last Weekend,"$27,053","$27,053",100%,-,-
571,Level Five,"$27,000","$27,000",100%,-,-
572,Elena,"$25,788","$25,788",100%,-,-
573,Christian Mingle,"$25,480","$25,480",100%,-,-
574,Born to Fly: Elizabeth Streb vs. Gravity,"$24,630","$24,630",100%,-,-
575,Honeymoon,"$24,343","$9,318",38.3%,"$15,025",61.7%
576,Emoticon ;),"$23,881","$23,881",100%,-,-
577,Happy Valley,"$23,868","$23,868",100%,-,-
578,Believe Me,"$23,419","$23,419",100%,-,-
579,History of Jazz: Oxygen for the Ears,"$23,048","$23,048",100%,-,-
580,Video Games: The Movie,"$23,043","$23,043",100%,-,-
581,Memphis,"$21,286","$21,286",100%,-,-
582,NightLights,"$21,147","$21,147",100%,-,-
583,The Sacrifice 2014 Re-release,"$20,945","$20,945",100%,-,-
584,Lekar Hum Deewana Dil,"$20,874","$20,874",100%,-,-
585,The Great Flood,"$20,694","$20,694",100%,-,-
586,Coming Up Roses 2014 Re-release,"$20,567","$20,567",100%,-,-
587,The Past is a Grotesque Animal,"$20,056","$20,056",100%,-,-
588,Uzumasa Limelight,"$19,597","$19,597",100%,-,-
589,Comet,"$19,530","$8,623",44.2%,"$10,907",55.8%
590,A Picture of You,"$19,480","$19,480",100%,-,-
591,Guardian Angel,"$19,480","$19,480",100%,-,-
592,Actress,"$19,365","$19,365",100%,-,-
593,Peter Brook: The Tightrope,"$19,365","$19,365",100%,-,-
594,Watchers of the Sky,"$19,339","$19,339",100%,-,-
595,The Kill Team,"$18,983","$18,983",100%,-,-
596,Test,"$18,823","$18,823",100%,-,-
597,Tosca's Kiss,"$18,236","$18,236",100%,-,-
598,Who is Dayani Cristal?,"$18,190","$18,190",100%,-,-
599,On Tour with Pina Bausch,"$18,016","$18,016",100%,-,-
600,Kelly & Cal,"$17,702","$17,702",100%,-,-
601,The Homestretch,"$17,306","$17,306",100%,-,-
602,Stand Clear of the Closing Doors,"$17,282","$17,282",100%,-,-
603,Accident 2014 Re-release,"$17,161","$17,161",100%,-,-
604,Goodbye to All That,"$16,986","$16,986",100%,-,-
605,Hank and Asha,"$16,878","$16,878",100%,-,-
606,Magician: The Astonishing Life and Work of Orson Welles,"$16,400","$16,400",100%,-,-
607,Levitated Mass,"$16,086","$16,086",100%,-,-
608,The Olivia Experiment,"$15,122","$15,122",100%,-,-
609,Barefoot,"$15,071","$15,071",100%,-,-
610,Horses of God 2014 Re-release,"$14,817","$14,817",100%,-,-
611,Exhibition,"$14,378","$14,344",99.8%,$34,0.2%
612,The Pretty One,"$13,769","$13,769",100%,-,-
613,Fifi Howls from Happiness,"$13,614","$13,614",100%,-,-
614,Stray Dogs,"$13,573","$10,433",76.9%,"$3,140",23.1%
615,War of the Worlds: Goliath,"$13,385","$13,385",100%,-,-
616,Days and Nights,"$13,243","$13,243",100%,-,-
617,Sol LeWitt,"$13,146","$13,146",100%,-,-
618,The Pleasures of Being Out of Step,"$13,137","$13,137",100%,-,-
619,K2: Siren of the Himalayas,"$12,959","$12,959",100%,-,-
620,Concerning Violence,"$12,680","$12,680",100%,-,-
621,Bhopal: A Prayer for Rain,"$12,628","$12,628",100%,-,-
622,Boy Meets Girl,"$12,589","$12,589",100%,-,-
623,Touch the Wall,"$12,156","$12,156",100%,-,-
624,In No Great Hurry: 13 Lessons in Life with Saul Leiter,"$12,133","$12,133",100%,-,-
625,Queen Margot 2014 Re-release,"$12,005","$12,005",100%,-,-
626,The Strange Little Cat,"$11,956","$5,885",49.2%,"$6,071",50.8%
627,Revenge of the Mekons,"$11,861","$11,861",100%,-,-
628,The Great Invisible,"$11,428","$11,428",100%,-,-
629,The Final Member,"$11,428","$11,428",100%,-,-
630,Dishkiyaoon,"$11,288","$11,288",100%,-,-
631,PAY 2 PLAY: Democracy's High Stakes,"$11,021","$11,021",100%,-,-
632,Very Good Girls,"$10,963","$6,940",63.3%,"$4,023",36.7%
633,As It Is in Heaven,"$10,850","$10,850",100%,-,-
634,Inside the Mind of Leonardo,"$10,600","$10,600",100%,-,-
635,"Norte, the End of History","$10,457","$10,457",100%,-,-
636,Moebius,"$10,254","$2,340",22.8%,"$7,914",77.2%
637,The Endless Summer,"$10,233","$10,233",100%,-,-
638,Before I Disappear,"$10,078","$10,078",100%,-,-
639,Kabbalah Me,"$9,816","$9,816",100%,-,-
640,"If You Don't, I Will","$9,719","$9,719",100%,-,-
641,In the House of Flies,"$9,480","$9,480",100%,-,-
642,Radio Free Albemuth,"$9,365","$9,365",100%,-,-
643,The Immortalists,"$9,331","$9,331",100%,-,-
644,The Sacrament,"$9,221","$9,221",100%,-,-
645,Faith Connections,"$9,111","$9,111",100%,-,-
646,The Cabinet of Dr. Caligari 2014 Re-release,"$8,811","$8,811",100%,-,-
647,Almost Human,"$8,608","$8,447",98.1%,$161,1.9%
648,The Quitter,"$8,512","$8,512",100%,-,-
649,The Empty Hours,"$8,478","$8,244",97.2%,$234,2.8%
650,Canopy,"$8,462","$8,462",100%,-,-
651,Red Hollywood,"$8,426","$8,426",100%,-,-
652,Eternity: The Movie,"$8,350","$8,350",100%,-,-
653,Gringo Trails,"$8,349","$8,349",100%,-,-
654,Life Partners,"$8,265","$8,265",100%,-,-
655,Next Year Jerusalem,"$8,093","$8,093",100%,-,-
656,Archipelago 2014 Re-release,"$7,791","$7,791",100%,-,-
657,Come Back to Me,"$7,744","$7,744",100%,-,-
658,Young Ones,"$7,740",-,-,"$7,740",100%
659,The Little Bedroom 2014 Re-release,"$7,440","$7,440",100%,-,-
660,Raze,"$7,429","$7,429",100%,-,-
661,I Am Ali,"$7,205","$7,205",100%,-,-
662,The Strange Color of Your Body's Tears,"$7,182","$7,182",100%,-,-
663,ABCs of Death 2,"$7,171","$7,171",100%,-,-
664,Stage Fright,"$7,078","$7,078",100%,-,-
665,"No God, No Master","$6,796","$6,796",100%,-,-
666,Before You Know It,"$6,717","$6,717",100%,-,-
667,Aatsinki: The Story of Arctic Cowboys,"$6,601","$6,601",100%,-,-
668,Jews of Egypt,"$6,505","$6,505",100%,-,-
669,Manuscripts Don't Burn,"$6,295","$6,295",100%,-,-
670,Love & Air Sex,"$6,047","$6,047",100%,-,-
671,Cavemen,"$5,948","$5,948",100%,-,-
672,Gang of Ghosts,"$5,906","$5,906",100%,-,-
673,Infliction,"$5,875","$5,875",100%,-,-
674,Papirosen,"$5,658","$5,658",100%,-,-
675,Kid Cannabis,"$5,565","$5,565",100%,-,-
676,Flex Is Kings,"$5,418","$5,418",100%,-,-
677,The Only Real Game,"$5,384","$5,384",100%,-,-
678,Killers,"$5,248",-,-,"$5,248",100%
679,Return to Nuke 'Em High Volume 1,"$5,122","$5,122",100%,-,-
680,The Sleepwalker,"$5,012","$5,012",100%,-,-
681,sxtape,"$4,961",-,-,"$4,961",100%
682,Nothing Bad Can Happen,"$4,870","$4,870",100%,-,-
683,"Half The Road: The Passion, Pitfalls & Power of Women's Professional Cycling","$4,783","$4,783",100%,-,-
684,Death Metal Angola,"$4,674","$4,674",100%,-,-
685,Smiling Through the Apocalypse,"$4,560","$4,560",100%,-,-
686,Unrelated 2014 Re-release,"$4,529","$4,529",100%,-,-
687,The Truth About Emanuel,"$4,404","$4,404",100%,-,-
688,The Tower,"$4,305","$1,117",25.9%,"$3,188",74.1%
689,Free the Nipple,"$4,198","$4,198",100%,-,-
690,Maidan,"$3,909","$3,909",100%,-,-
691,Hollidaysburg,"$3,861","$3,861",100%,-,-
692,The Word,"$3,648","$3,648",100%,-,-
693,Stop The Pounding Heart,"$3,642","$3,642",100%,-,-
694,Hide Your Smiling Faces,"$3,576","$3,576",100%,-,-
695,Evolution of a Criminal,"$3,568","$3,568",100%,-,-
696,Locker 13,"$3,496","$3,496",100%,-,-
697,The Hacker Wars,"$3,470","$3,470",100%,-,-
698,Aftermath,"$3,451","$3,451",100%,-,-
699,Life's a Breeze 2014 Re-release,"$3,450","$3,450",100%,-,-
700,Mahogany Sunrise,"$3,432","$3,432",100%,-,-
701,The Girl on the Train,"$3,124","$3,124",100%,-,-
702,Showrunners,"$3,100","$3,100",100%,-,-
703,What Now? Remind Me,"$3,089","$3,089",100%,-,-
704,A French Gigolo 2014 Re-release,"$3,021","$3,021",100%,-,-
705,Fatal Assistance,"$3,000","$3,000",100%,-,-
706,Black Out 2014 Re-release,"$2,734","$2,734",100%,-,-
707,Refuge,"$2,631","$2,631",100%,-,-
708,Indigo Children,"$2,621","$2,621",100%,-,-
709,Jake Squared,"$2,592","$2,592",100%,-,-
710,McCanick,"$2,572","$2,572",100%,-,-
711,Two-Bit Waltz,"$2,540","$2,540",100%,-,-
712,The Wait,"$2,480","$2,480",100%,-,-
713,Evergreen: The Road to Legalization,"$2,363","$2,363",100%,-,-
714,Missionary,"$2,120","$2,120",100%,-,-
715,Algorithms,"$2,021","$2,021",100%,-,-
716,More Than the Rainbow,"$1,677","$1,677",100%,-,-
717,Rhymes for Young Ghouls,"$1,529","$1,529",100%,-,-
718,Souldier,"$1,500","$1,500",100%,-,-
719,We Are the Giant,"$1,088","$1,088",100%,-,-
720,The Butterfly Room,"$1,081","$1,081",100%,-,-
721,A People Uncounted,$930,$930,100%,-,-
722,Jackpot 2014 Re-release,$806,$806,100%,-,-
723,Skinless,$400,$400,100%,-,-
724,Cinemanovels,$398,$398,100%,-,-
725,"Mummy, I'm A Zombie",$120,$120,100%,-,-
