Rank,Release Group,Worldwide,Domestic,%,Foreign,%
333,Tyrannosaur,"$676,111","$22,321",3.3%,"$653,790",96.7%
334,Another Happy Day,"$659,937","$8,464",1.3%,"$651,473",98.7%
335,The Woman in the Fifth,"$659,769","$113,800",17.2%,"$545,969",82.8%
336,Terri,"$655,802","$655,802",100%,-,-
337,Rascals,"$652,756","$273,829",41.9%,"$378,927",58.1%
338,The Last Lions,"$635,325","$635,325",100%,-,-
339,A Beautiful Life,"$634,784","$66,171",10.4%,"$568,613",89.6%
340,No One Killed Jessica,"$634,297","$440,525",69.5%,"$193,772",30.5%
341,Sleepless Night,"$624,913","$3,358",0.5%,"$621,555",99.5%
342,Project Nim,"$609,880","$411,184",67.4%,"$198,696",32.6%
343,Life in a Day,"$607,169","$252,788",41.6%,"$354,381",58.4%
344,Trust,"$595,802","$120,016",20.1%,"$475,786",79.9%
345,Starry Starry Night,"$589,299","$10,033",1.7%,"$579,266",98.3%
346,Margaret,"$564,864","$46,495",8.2%,"$518,369",91.8%
347,Circumstance,"$555,511","$454,121",81.7%,"$101,390",18.3%
348,Creature,"$533,235","$508,714",95.4%,"$24,521",4.6%
349,"Love, Wedding, Marriage","$515,823","$1,926",0.4%,"$513,897",99.6%
350,Goodbye First Love,"$514,913","$95,000",18.4%,"$419,913",81.6%
351,Bol,"$509,872","$188,850",37%,"$321,022",63%
352,Bride Flight 2011 Re-release,"$501,360","$501,360",100%,-,-
353,Pearl Jam Twenty,"$471,334","$471,334",100%,-,-
354,The Perfect Host,"$450,885","$48,764",10.8%,"$402,121",89.2%
355,Kill List,"$450,275","$29,063",6.5%,"$421,212",93.5%
356,Hesher,"$449,702","$382,946",85.2%,"$66,756",14.8%
357,17 Girls,"$449,626","$15,123",3.4%,"$434,503",96.6%
358,The Sleeping Beauty,"$446,131","$29,066",6.5%,"$417,065",93.5%
359,My Kingdom,"$435,759","$36,533",8.4%,"$399,226",91.6%
360,Super,"$422,618","$327,716",77.5%,"$94,902",22.5%
361,Sleeping Beauty,"$408,680","$36,578",9%,"$372,102",91%
362,The 5th Quarter,"$408,159","$408,159",100%,-,-
363,Stake Land,"$405,380","$33,245",8.2%,"$372,135",91.8%
364,Happy Magic,"$405,268","$10,697",2.6%,"$394,571",97.4%
365,Into the Abyss,"$393,714","$223,880",56.9%,"$169,834",43.1%
366,Mooz-Lum,"$369,129","$369,129",100%,-,-
367,Jig,"$363,320","$183,790",50.6%,"$179,530",49.4%
368,Love in Space,"$358,486","$34,787",9.7%,"$323,699",90.3%
369,Las Acacias,"$354,391","$6,000",1.7%,"$348,391",98.3%
370,El Bulli: Cooking in Progress,"$343,116","$237,181",69.1%,"$105,935",30.9%
371,Ladies vs. Ricky Bahl,"$328,870",-,-,"$328,870",100%
372,The Day He Arrives,"$322,348","$13,746",4.3%,"$308,602",95.7%
373,5 Days of War,"$316,944","$17,479",5.5%,"$299,465",94.5%
374,Corpo Celeste 2011 Re-release,"$316,504","$8,919",2.8%,"$307,585",97.2%
375,Being Elmo: A Puppeteer's Journey,"$310,812","$304,052",97.8%,"$6,760",2.2%
376,Khodorkovsky,"$294,599","$39,522",13.4%,"$255,077",86.6%
377,Dreams of a Life,"$291,898","$8,405",2.9%,"$283,493",97.1%
378,The Interrupters,"$286,457","$282,448",98.6%,"$4,009",1.4%
379,The Black Power Mixtape 1967-1975,"$280,025","$273,749",97.8%,"$6,276",2.2%
380,Conan O'Brien Can't Stop,"$267,965","$267,965",100%,-,-
381,Munger Road,"$266,689","$266,689",100%,-,-
382,Phil Ochs: There But for Fortune,"$263,723","$263,723",100%,-,-
383,The Music Never Stopped,"$258,223","$258,223",100%,-,-
384,My Perestroika,"$242,707","$242,707",100%,-,-
385,"Life, Above All","$230,529","$134,461",58.3%,"$96,068",41.7%
386,Wrecked,"$229,532","$8,020",3.5%,"$221,512",96.5%
387,The Afflicted,"$212,940","$212,940",100%,-,-
388,"Filth to Ashes, Flesh to Dust","$202,531","$202,531",100%,-,-
389,October Baby,"$199,442","$199,442",100%,-,-
390,Whores' Glory,"$197,932","$31,420",15.9%,"$166,512",84.1%
391,Chalo Dilli,"$191,185","$94,300",49.3%,"$96,885",50.7%
392,Amigo,"$184,705","$184,705",100%,-,-
393,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby","$183,342","$183,342",100%,-,-
394,Go for It!,"$180,237","$180,237",100%,-,-
395,Cirkus Columbia,"$173,083","$3,457",2%,"$169,626",98%
396,Bellflower,"$172,935","$168,226",97.3%,"$4,709",2.7%
397,The Human Centipede II (Full Sequence),"$170,323","$141,877",83.3%,"$28,446",16.7%
398,Viva Riva!,"$168,982","$61,759",36.5%,"$107,223",63.5%
399,The Turin Horse,"$162,088","$56,391",34.8%,"$105,697",65.2%
400,Road to Nowhere,"$161,619","$40,294",24.9%,"$121,325",75.1%
401,Eames: The Architect & The Painter,"$159,715","$153,088",95.9%,"$6,627",4.1%
402,Chasing Madoff,"$157,612","$157,612",100%,-,-
403,Magic Trip: Ken Kesey's Search for a Kool Place,"$155,005","$154,521",99.7%,$484,0.3%
404,Revenge of the Electric Car,"$151,272","$150,886",99.7%,$386,0.3%
405,Nobody Else But You,"$150,173","$43,040",28.7%,"$107,133",71.3%
406,Gun Hill Road,"$148,994","$148,994",100%,-,-
407,Cold Weather,"$144,056","$141,358",98.1%,"$2,698",1.9%
408,Thunder Soul,"$143,986","$143,986",100%,-,-
409,Dirty Girl,"$143,485","$55,125",38.4%,"$88,360",61.6%
410,Metropolis Giorgio Moroder Presents,"$140,907","$27,362",19.4%,"$113,545",80.6%
411,Beautiful Boy,"$140,123","$77,247",55.1%,"$62,876",44.9%
412,I Will Follow,"$135,809","$135,809",100%,-,-
413,Tonight You're Mine,"$132,787","$6,255",4.7%,"$126,532",95.3%
414,The Fairy,"$129,818","$38,399",29.6%,"$91,419",70.4%
415,Steve Jobs: The Lost Interview,"$127,541","$105,710",82.9%,"$21,831",17.1%
416,Vidal Sassoon: The Movie,"$124,532","$85,974",69%,"$38,558",31%
417,Puncture,"$123,700","$68,945",55.7%,"$54,755",44.3%
418,Sigur Rós: Inni,"$123,482","$123,482",100%,-,-
419,The Last Mountain,"$122,961","$122,961",100%,-,-
420,Michael,"$121,034","$15,715",13%,"$105,319",87%
421,Blank City,"$119,929","$116,037",96.8%,"$3,892",3.2%
422,The Decoy Bride,"$117,754",$759,0.6%,"$116,995",99.4%
423,The Undefeated,"$116,381","$116,381",100%,-,-
424,Headshot,"$115,511","$1,373",1.2%,"$114,138",98.8%
425,35 and Ticking,"$113,794","$113,794",100%,-,-
426,In the Family,"$101,934","$101,934",100%,-,-
427,Rubber,"$101,729","$100,370",98.7%,"$1,359",1.3%
428,The Man Who Fell to Earth,"$100,468","$100,072",99.6%,$396,0.4%
429,Rejoice and Shout,"$100,237","$100,237",100%,-,-
430,A Little Help,"$96,868","$96,868",100%,-,-
431,My Reincarnation,"$96,115","$92,822",96.6%,"$3,293",3.4%
432,American: The Bill Hicks Story,"$92,234","$92,234",100%,-,-
433,Evil Bong 3: The Wrath of Bong,"$91,260","$91,260",100%,-,-
434,Salvation Boulevard,"$89,182","$28,468",31.9%,"$60,714",68.1%
435,Exporting Raymond,"$87,727","$87,727",100%,-,-
436,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,"$86,202","$86,202",100%,-,-
437,Rapt 2011 Re-release,"$86,028","$45,759",53.2%,"$40,269",46.8%
438,Wretches & Jabberers,"$84,610","$84,610",100%,-,-
439,The Look,"$83,137","$19,988",24%,"$63,149",76%
440,The Whale,"$81,881","$81,881",100%,-,-
441,Inkubus,"$81,600","$81,600",100%,-,-
442,Circo,"$77,466","$77,466",100%,-,-
443,To Catch a Dollar: Muhammad Yunus Banks on America,"$77,142","$77,142",100%,-,-
444,The Green Wave,"$72,152",-,-,"$72,152",100%
445,Fireflies in the Garden 2011 Re-release,"$70,600","$70,600",100%,-,-
446,Battle of the Brides,"$64,572","$64,572",100%,-,-
447,Public Speaking,"$62,173","$62,173",100%,-,-
448,Trigun: Badlands Rumble 2011 Re-release,"$62,027","$62,027",100%,-,-
449,If a Tree Falls: A Story of the Earth Liberation Front,"$61,794","$61,794",100%,-,-
450,Love U... Mr. Kalakaar!,"$60,956","$48,557",79.7%,"$12,399",20.3%
451,How to Live Forever,"$60,630","$60,630",100%,-,-
452,Limelight,"$60,335","$60,335",100%,-,-
453,Crime After Crime,"$60,291","$60,291",100%,-,-
454,Putty Hill,"$58,585","$49,918",85.2%,"$8,667",14.8%
455,Battleship Potemkin,"$57,620","$51,198",88.9%,"$6,422",11.1%
456,My Joy,"$56,857","$6,298",11.1%,"$50,559",88.9%
457,Farmageddon,"$56,573","$56,573",100%,-,-
458,Muran,"$56,493","$30,116",53.3%,"$26,377",46.7%
459,Finding Joe,"$55,518","$55,518",100%,-,-
460,Into Eternity,"$55,366","$55,366",100%,-,-
461,Snowmen,"$54,805","$54,805",100%,-,-
462,The Heir Apparent: Largo Winch 2011 Re-release,"$53,793","$10,352",19.2%,"$43,441",80.8%
463,The Other F Word,"$53,714","$53,714",100%,-,-
464,!Women Art Revolution,"$52,681","$52,681",100%,-,-
465,An Invisible Sign,"$51,138","$1,279",2.5%,"$49,859",97.5%
466,Orgasm Inc.,"$49,001","$49,001",100%,-,-
467,"Lebanon, Pa.","$48,381","$48,381",100%,-,-
468,Ceremony,"$48,174","$22,270",46.2%,"$25,904",53.8%
469,Alabama Moon,"$47,305","$47,305",100%,-,-
470,Went the Day Well?,"$47,214","$47,214",100%,-,-
471,Diary of a Country Priest,"$47,000","$47,000",100%,-,-
472,"Connected: An Autoblogography About Love, Death & Technology","$46,782","$46,782",100%,-,-
473,The Woodmans,"$46,623","$46,623",100%,-,-
474,Every Day,"$46,029","$46,029",100%,-,-
475,CornerStore,"$45,176","$45,176",100%,-,-
476,The Bride Wore Black,"$44,566","$44,566",100%,-,-
477,Granito,"$43,942","$43,942",100%,-,-
478,Summer 2011 Re-release,"$43,839","$43,839",100%,-,-
479,Bereavement,"$43,712","$43,712",100%,-,-
480,Love Etc.,"$43,593","$43,593",100%,-,-
481,3 Backyards,"$43,073","$43,073",100%,-,-
482,Down for Life,"$41,914","$41,914",100%,-,-
483,The Myth of the American Sleepover,"$41,045","$41,045",100%,-,-
484,Hell and Back Again,"$40,949","$40,634",99.2%,$315,0.8%
485,Addiction Incorporated,"$40,106","$40,106",100%,-,-
486,Louder Than a Bomb,"$40,000","$40,000",100%,-,-
487,Where Soldiers Come From,"$39,201","$39,201",100%,-,-
488,Paul Goodman Changed My Life,"$35,671","$35,671",100%,-,-
489,Kinyarwanda,"$35,412","$35,412",100%,-,-
490,When Harry Tries to Marry,"$35,100","$35,100",100%,-,-
491,Beautiful Darling,"$34,096","$34,096",100%,-,-
492,Making the Boys,"$33,443","$33,443",100%,-,-
493,American Teacher,"$33,144","$33,144",100%,-,-
494,Meet Monica Velour,"$33,042","$33,042",100%,-,-
495,Albatross,"$32,992",-,-,"$32,992",100%
496,Aurora,"$31,720","$5,677",17.9%,"$26,043",82.1%
497,"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'","$31,135","$31,135",100%,-,-
498,Small Town Murder Songs,"$31,133","$31,133",100%,-,-
499,White Irish Drinkers,"$31,056","$31,056",100%,-,-
500,The Chaperone,"$30,514",-,-,"$30,514",100%
501,Cat Run,"$30,000","$30,000",100%,-,-
502,Evidence of a Haunting,"$29,904","$29,904",100%,-,-
503,Redemption Road,"$29,384","$29,384",100%,-,-
504,The Topp Twins: Untouchable Girls 2011 Re-release,"$29,316","$29,316",100%,-,-
505,Garbo: El espía 2011 Re-release,"$28,563","$28,563",100%,-,-
506,Clash,"$27,052","$27,052",100%,-,-
507,The Last Ride,"$27,000","$27,000",100%,-,-
508,Main Street,"$26,011","$2,560",9.8%,"$23,451",90.2%
509,Caesar and Otto's Summer Camp Massacre,"$25,844","$25,844",100%,-,-
510,Passion Play,"$25,603","$3,669",14.3%,"$21,934",85.7%
511,Waiting for Forever,"$25,517","$25,517",100%,-,-
512,The Worst Movie Ever!,"$25,206","$25,206",100%,-,-
513,Bonnie & Clyde vs. Dracula,"$25,027","$25,027",100%,-,-
514,Harvest,"$24,657","$24,657",100%,-,-
515,Knuckle,"$24,655","$2,647",10.7%,"$22,008",89.3%
516,Immigration Tango,"$24,554","$24,554",100%,-,-
517,After,"$24,544","$24,544",100%,-,-
518,Ranchero,"$24,036","$24,036",100%,-,-
519,Shut Up Little Man! An Audio Misadventure,"$23,901","$23,901",100%,-,-
520,Raw Faith,"$23,667","$23,667",100%,-,-
521,Lost Bohemia,"$23,584","$23,584",100%,-,-
522,Incendiary,"$22,457","$22,457",100%,-,-
523,All's Faire in Love,"$22,180","$22,180",100%,-,-
524,Four Adventures of Reinette and Mirabelle,"$22,039","$22,039",100%,-,-
525,Answers to Nothing,"$22,029","$22,029",100%,-,-
526,Deep Gold 3D,"$21,868","$12,000",54.9%,"$9,868",45.1%
527,Monogamy,"$21,527","$21,527",100%,-,-
528,Resurrect Dead: The Mystery of the Toynbee Tiles,"$21,242","$21,242",100%,-,-
529,Cameraman: The Life and Work of Jack Cardiff,"$20,840","$20,840",100%,-,-
530,Skateland,"$19,411","$19,411",100%,-,-
531,Reuniting the Rubins,"$19,288","$13,569",70.3%,"$5,719",29.7%
532,Romeos,"$19,248","$1,081",5.6%,"$18,167",94.4%
533,Make Believe,"$19,085","$19,085",100%,-,-
534,Oka!,"$18,364","$18,364",100%,-,-
535,Battle for Brooklyn,"$18,000","$18,000",100%,-,-
536,Cook County,"$17,977","$17,977",100%,-,-
537,Littlerock,"$17,309","$17,309",100%,-,-
538,Archie's Final Project,"$17,282","$17,282",100%,-,-
539,I Melt with You,"$16,232","$6,361",39.2%,"$9,871",60.8%
540,Dumbstruck,"$15,379","$15,379",100%,-,-
541,I'm Not Jesus Mommy,"$15,005","$15,005",100%,-,-
542,The Tenant,"$15,003","$15,003",100%,-,-
543,Peep World,"$14,351","$14,351",100%,-,-
544,Saheb Biwi Aur Gangster,"$14,231","$14,231",100%,-,-
545,Sympathy for Delicious,"$13,826","$13,826",100%,-,-
546,Under the Boardwalk: The Monopoly Story,"$13,080","$13,080",100%,-,-
547,Bloodworth,"$12,971","$12,971",100%,-,-
548,America the Beautiful 2: The Thin Commandments,"$12,366","$12,366",100%,-,-
549,Rebirth,"$12,358","$12,358",100%,-,-
550,Back Door Channels: The Price of Peace,"$12,139","$12,139",100%,-,-
551,Rid of Me,"$11,740","$11,740",100%,-,-
552,Elektra Luxx,"$11,514","$11,514",100%,-,-
553,InSight,"$11,100","$11,100",100%,-,-
554,The Woman with the 5 Elephants 2011 Re-release,"$11,026","$11,026",100%,-,-
555,Sarah Palin: You Betcha!,"$10,935","$10,935",100%,-,-
556,Marriage Italian Style 2011 Re-release,"$10,600","$10,600",100%,-,-
557,Zero Bridge,"$10,357","$10,357",100%,-,-
558,Prince of the Himalayas,"$10,190","$10,190",100%,-,-
559,Miss Minoes 2011 Re-release,"$10,189","$10,189",100%,-,-
560,A Bird of the Air,"$10,152","$10,152",100%,-,-
561,Vito Bonafacci,"$9,570","$9,570",100%,-,-
562,Lucky,"$8,564","$8,564",100%,-,-
563,London River 2011 Re-release,"$7,200","$7,200",100%,-,-
564,Good Neighbours,"$7,072","$7,072",100%,-,-
565,Corman's World: Exploits of a Hollywood Rebel,"$7,000","$7,000",100%,-,-
566,Janie Jones,"$6,840","$6,840",100%,-,-
567,"El Sicario, Room 164","$6,123","$6,123",100%,-,-
568,The Family Tree,"$6,035","$6,035",100%,-,-
569,The Imperialists Are Still Alive!,"$5,874","$5,874",100%,-,-
570,Empire of Silver 2011 Re-release,"$5,867",-,-,"$5,867",100%
571,Elevate,"$5,580","$5,580",100%,-,-
572,And They're Off,"$5,154","$5,154",100%,-,-
573,Tanner Hall,"$5,073","$5,073",100%,-,-
574,To Die Like a Man,"$4,955","$4,029",81.3%,$926,18.7%
575,The Catechism Cataclysm,"$4,373","$4,373",100%,-,-
576,Daylight,"$4,171","$4,171",100%,-,-
577,Campus Radio,"$4,000","$4,000",100%,-,-
578,Building Hope,"$4,000","$4,000",100%,-,-
579,The Harvest/La Cosecha,"$3,709","$3,709",100%,-,-
580,The Sons of Tennessee Williams,"$3,242","$3,242",100%,-,-
581,Balls to the Wall,"$3,140","$3,140",100%,-,-
582,The Weird World of Blowfly,"$3,062","$3,062",100%,-,-
583,Zokkomon,"$3,000","$3,000",100%,-,-
584,The Lie,"$3,000","$3,000",100%,-,-
585,Blood Ties,"$2,760","$2,760",100%,-,-
586,Restitution,"$2,664","$2,664",100%,-,-
587,United Red Army 2011 Re-release,"$2,659","$2,659",100%,-,-
588,The Pool Boys,"$2,269","$2,269",100%,-,-
589,We Were Here,"$1,873",-,-,"$1,873",100%
590,Now & Later,"$1,808","$1,808",100%,-,-
591,They're Out of the Business,"$1,655","$1,655",100%,-,-
592,The Tunnel,"$1,532","$1,532",100%,-,-
593,Strangers Online,$968,$968,100%,-,-
594,Abandoned,$832,$832,100%,-,-
595,Redneck Carnage,$706,$706,100%,-,-
596,A Good Day to Die,$573,$573,100%,-,-
